group,condition,memory_phase,roi,subject,rsa
ptsd,CS+,retrieval,hc_head,101,-0.007084114084016654
ptsd,CS+,retrieval,hc_head,102,0.0009343830606346269
ptsd,CS+,retrieval,hc_head,103,-0.030187718700088555
ptsd,CS+,retrieval,hc_head,104,0.0023097297299173166
ptsd,CS+,retrieval,hc_head,105,0.016380631716284403
ptsd,CS+,retrieval,hc_head,106,-0.007441440109797535
ptsd,CS+,retrieval,hc_head,107,0.009548411889521498
ptsd,CS+,retrieval,hc_head,108,0.05482187722706918
ptsd,CS+,retrieval,hc_head,109,0.12249391921883993
ptsd,CS+,retrieval,hc_head,110,0.004693947952236719
ptsd,CS+,retrieval,hc_head,111,0.0611924145263791
ptsd,CS+,retrieval,hc_head,112,0.08435142664183957
ptsd,CS+,retrieval,hc_head,113,0.07281029014952803
ptsd,CS+,retrieval,hc_head,114,-0.017145452956789865
ptsd,CS+,retrieval,hc_head,115,0.03215056261952264
ptsd,CS+,retrieval,hc_head,116,0.038806930955241466
ptsd,CS+,retrieval,hc_head,117,-0.025888855481177128
ptsd,CS+,retrieval,hc_head,118,-0.013102841204311764
ptsd,CS+,retrieval,hc_head,121,0.0015468516415449193
ptsd,CS+,retrieval,hc_head,122,0.018170488038391584
ptsd,CS+,retrieval,hc_head,123,-0.0074841236785499095
ptsd,CS+,retrieval,hc_head,124,0.015526184142958092
ptsd,CS+,retrieval,hc_head,125,0.08326842303804602
ptsd,CS+,retrieval,amyg_bla,101,-0.007632113681389909
ptsd,CS+,retrieval,amyg_bla,102,-0.0028688528897520093
ptsd,CS+,retrieval,amyg_bla,103,-0.0006328427621548635
ptsd,CS+,retrieval,amyg_bla,104,-0.0024926731131164133
ptsd,CS+,retrieval,amyg_bla,105,0.029003760395284562
ptsd,CS+,retrieval,amyg_bla,106,0.011452898857096903
ptsd,CS+,retrieval,amyg_bla,107,-0.04554436682877179
ptsd,CS+,retrieval,amyg_bla,108,-0.006707478856373363
ptsd,CS+,retrieval,amyg_bla,109,0.04702685924671576
ptsd,CS+,retrieval,amyg_bla,110,-0.00948052422474209
ptsd,CS+,retrieval,amyg_bla,111,0.03230989826132689
ptsd,CS+,retrieval,amyg_bla,112,0.006867367715315905
ptsd,CS+,retrieval,amyg_bla,113,0.03915347386265622
ptsd,CS+,retrieval,amyg_bla,114,-0.016467805793733883
ptsd,CS+,retrieval,amyg_bla,115,0.011814047287243138
ptsd,CS+,retrieval,amyg_bla,116,-0.0016643859170792806
ptsd,CS+,retrieval,amyg_bla,117,0.0026852297059019505
ptsd,CS+,retrieval,amyg_bla,118,-0.05853952670545665
ptsd,CS+,retrieval,amyg_bla,121,0.02817915427440879
ptsd,CS+,retrieval,amyg_bla,122,0.08182166778037164
ptsd,CS+,retrieval,amyg_bla,123,0.02798174923815805
ptsd,CS+,retrieval,amyg_bla,124,-0.021102870143943662
ptsd,CS+,retrieval,amyg_bla,125,9.340368576705932e-05
ptsd,CS+,retrieval,amyg_cem,101,-0.05374122406743353
ptsd,CS+,retrieval,amyg_cem,102,-0.012640632625481716
ptsd,CS+,retrieval,amyg_cem,103,0.076235182914756
ptsd,CS+,retrieval,amyg_cem,104,0.010846205621257703
ptsd,CS+,retrieval,amyg_cem,105,0.011181007124755865
ptsd,CS+,retrieval,amyg_cem,106,0.052191556668229055
ptsd,CS+,retrieval,amyg_cem,107,0.03287378535376581
ptsd,CS+,retrieval,amyg_cem,108,0.025910769543151652
ptsd,CS+,retrieval,amyg_cem,109,0.01849838176446199
ptsd,CS+,retrieval,amyg_cem,110,0.025104974238427964
ptsd,CS+,retrieval,amyg_cem,111,0.08831021207324372
ptsd,CS+,retrieval,amyg_cem,112,-0.013248576778900309
ptsd,CS+,retrieval,amyg_cem,113,0.0032071735058810877
ptsd,CS+,retrieval,amyg_cem,114,-0.048310202873759533
ptsd,CS+,retrieval,amyg_cem,115,-0.015793120726102127
ptsd,CS+,retrieval,amyg_cem,116,-0.0529487514236458
ptsd,CS+,retrieval,amyg_cem,117,0.029114277130306954
ptsd,CS+,retrieval,amyg_cem,118,0.004678890459653472
ptsd,CS+,retrieval,amyg_cem,121,0.05930385503650126
ptsd,CS+,retrieval,amyg_cem,122,0.08081375922449761
ptsd,CS+,retrieval,amyg_cem,123,-0.020447549842471234
ptsd,CS+,retrieval,amyg_cem,124,0.021404197006269596
ptsd,CS+,retrieval,amyg_cem,125,-0.054529285702827175
ptsd,CS-,retrieval,A32sg,101,0.22297258056598354
ptsd,CS-,retrieval,A32sg,102,0.0010746629556118267
ptsd,CS-,retrieval,A32sg,103,0.11940924915963416
ptsd,CS-,retrieval,A32sg,104,0.03534752657332987
ptsd,CS-,retrieval,A32sg,105,-0.01329988657035301
ptsd,CS-,retrieval,A32sg,106,0.1879646755829335
ptsd,CS-,retrieval,A32sg,107,0.33982363779002867
ptsd,CS-,retrieval,A32sg,108,0.009644100926478112
ptsd,CS-,retrieval,A32sg,109,-0.0012685963127834373
ptsd,CS-,retrieval,A32sg,110,-0.007745911729647122
ptsd,CS-,retrieval,A32sg,111,0.014172118494873006
ptsd,CS-,retrieval,A32sg,112,0.1705698649160494
ptsd,CS-,retrieval,A32sg,113,0.0710671598879573
ptsd,CS-,retrieval,A32sg,114,0.08503864101184634
ptsd,CS-,retrieval,A32sg,115,0.038447824458379076
ptsd,CS-,retrieval,A32sg,116,0.030788452360078385
ptsd,CS-,retrieval,A32sg,117,0.07746868124446304
ptsd,CS-,retrieval,A32sg,118,0.011482914617283213
ptsd,CS-,retrieval,A32sg,121,0.20812894446355873
ptsd,CS-,retrieval,A32sg,122,-0.40611318852260325
ptsd,CS-,retrieval,A32sg,123,0.03867473930412669
ptsd,CS-,retrieval,A32sg,124,0.10278226999393394
ptsd,CS-,retrieval,A32sg,125,0.05085062985122166
ptsd,CS-,retrieval,A32p,101,0.15957525284286658
ptsd,CS-,retrieval,A32p,102,-0.007865615396023254
ptsd,CS-,retrieval,A32p,103,-0.008799158042527365
ptsd,CS-,retrieval,A32p,104,0.04504184711998743
ptsd,CS-,retrieval,A32p,105,0.05635172832802355
ptsd,CS-,retrieval,A32p,106,0.03385059917317801
ptsd,CS-,retrieval,A32p,107,0.028823695600263724
ptsd,CS-,retrieval,A32p,108,0.15598207239437376
ptsd,CS-,retrieval,A32p,109,0.001963899091632977
ptsd,CS-,retrieval,A32p,110,0.00858599111790997
ptsd,CS-,retrieval,A32p,111,-0.004592230343818911
ptsd,CS-,retrieval,A32p,112,0.056364722018778575
ptsd,CS-,retrieval,A32p,113,0.03531377595741585
ptsd,CS-,retrieval,A32p,114,-0.04376167329436739
ptsd,CS-,retrieval,A32p,115,0.13600533744169513
ptsd,CS-,retrieval,A32p,116,0.2882171362583802
ptsd,CS-,retrieval,A32p,117,0.1507755555802887
ptsd,CS-,retrieval,A32p,118,-0.0874751561390087
ptsd,CS-,retrieval,A32p,121,0.20914206394363405
ptsd,CS-,retrieval,A32p,122,-0.12049138741739412
ptsd,CS-,retrieval,A32p,123,0.03144215720414009
ptsd,CS-,retrieval,A32p,124,0.1090410690529436
ptsd,CS-,retrieval,A32p,125,0.23379207533192994
ptsd,CS-,retrieval,A24cd,101,0.08551740135825749
ptsd,CS-,retrieval,A24cd,102,-0.015766014099636398
ptsd,CS-,retrieval,A24cd,103,0.09579798253213366
ptsd,CS-,retrieval,A24cd,104,0.05116139509061036
ptsd,CS-,retrieval,A24cd,105,-0.24247644346090397
ptsd,CS-,retrieval,A24cd,106,0.15758939921838402
ptsd,CS-,retrieval,A24cd,107,0.05175565225512973
ptsd,CS-,retrieval,A24cd,108,0.2434022046521934
ptsd,CS-,retrieval,A24cd,109,0.014877033951184594
ptsd,CS-,retrieval,A24cd,110,-0.09411369845967767
ptsd,CS-,retrieval,A24cd,111,0.04324204823813679
ptsd,CS-,retrieval,A24cd,112,0.15089703876873323
ptsd,CS-,retrieval,A24cd,113,0.06970819458373301
ptsd,CS-,retrieval,A24cd,114,0.07202826334719419
ptsd,CS-,retrieval,A24cd,115,0.026684108862945317
ptsd,CS-,retrieval,A24cd,116,0.18264906051253949
ptsd,CS-,retrieval,A24cd,117,-0.08018949977900146
ptsd,CS-,retrieval,A24cd,118,0.050585197183449
ptsd,CS-,retrieval,A24cd,121,0.2142749876189098
ptsd,CS-,retrieval,A24cd,122,0.2518777643568791
ptsd,CS-,retrieval,A24cd,123,0.11405243367512918
ptsd,CS-,retrieval,A24cd,124,0.38665406218472914
ptsd,CS-,retrieval,A24cd,125,0.7642133717696848
ptsd,CS-,retrieval,A24rv,101,0.03386159078606747
ptsd,CS-,retrieval,A24rv,102,0.0016620632022772098
ptsd,CS-,retrieval,A24rv,103,0.11028343095209374
ptsd,CS-,retrieval,A24rv,104,0.02284604235251252
ptsd,CS-,retrieval,A24rv,105,0.03482915040607584
ptsd,CS-,retrieval,A24rv,106,0.1238928160540016
ptsd,CS-,retrieval,A24rv,107,-0.0012198407818781454
ptsd,CS-,retrieval,A24rv,108,0.10918203053772214
ptsd,CS-,retrieval,A24rv,109,-0.23865518957082138
ptsd,CS-,retrieval,A24rv,110,-0.013345367797389235
ptsd,CS-,retrieval,A24rv,111,0.12494243528152274
ptsd,CS-,retrieval,A24rv,112,0.03639274537625953
ptsd,CS-,retrieval,A24rv,113,-0.01652464722240796
ptsd,CS-,retrieval,A24rv,114,-0.01297774036039835
ptsd,CS-,retrieval,A24rv,115,0.0012356686789820877
ptsd,CS-,retrieval,A24rv,116,0.018623735321383655
ptsd,CS-,retrieval,A24rv,117,-0.020604853533267933
ptsd,CS-,retrieval,A24rv,118,0.026132985726881018
ptsd,CS-,retrieval,A24rv,121,-0.07643028267661106
ptsd,CS-,retrieval,A24rv,122,-0.030973717031132504
ptsd,CS-,retrieval,A24rv,123,0.03694120774924792
ptsd,CS-,retrieval,A24rv,124,0.035404573876021445
ptsd,CS-,retrieval,A24rv,125,0.048191954896329124
ptsd,CS-,retrieval,A14m,101,0.15917473624915618
ptsd,CS-,retrieval,A14m,102,0.003916600362611661
ptsd,CS-,retrieval,A14m,103,0.15202231931884252
ptsd,CS-,retrieval,A14m,104,0.060275522338990015
ptsd,CS-,retrieval,A14m,105,-0.12941738624410673
ptsd,CS-,retrieval,A14m,106,0.4256432357837142
ptsd,CS-,retrieval,A14m,107,0.8103572596926433
ptsd,CS-,retrieval,A14m,108,-0.011071884854326704
ptsd,CS-,retrieval,A14m,109,0.007503191119949583
ptsd,CS-,retrieval,A14m,110,-0.03040855907060878
ptsd,CS-,retrieval,A14m,111,-0.03750735499943715
ptsd,CS-,retrieval,A14m,112,0.25737543375076677
ptsd,CS-,retrieval,A14m,113,0.12753384546691904
ptsd,CS-,retrieval,A14m,114,0.09379134699259259
ptsd,CS-,retrieval,A14m,115,0.015741135443690317
ptsd,CS-,retrieval,A14m,116,0.08989729936769036
ptsd,CS-,retrieval,A14m,117,0.09018028649379804
ptsd,CS-,retrieval,A14m,118,0.027350000666131358
ptsd,CS-,retrieval,A14m,121,0.2519886847697426
ptsd,CS-,retrieval,A14m,122,-0.2519601570319303
ptsd,CS-,retrieval,A14m,123,0.06248272654713719
ptsd,CS-,retrieval,A14m,124,0.2915820395263183
ptsd,CS-,retrieval,A14m,125,0.26274602420692966
ptsd,CS-,retrieval,A11m,101,0.032313209929631395
ptsd,CS-,retrieval,A11m,102,-0.0026815603845339975
ptsd,CS-,retrieval,A11m,103,0.22093779410453845
ptsd,CS-,retrieval,A11m,104,0.12864905792600587
ptsd,CS-,retrieval,A11m,105,-0.03449629890863979
ptsd,CS-,retrieval,A11m,106,0.41847348403440343
ptsd,CS-,retrieval,A11m,107,0.08899110370187056
ptsd,CS-,retrieval,A11m,108,0.010278261301768614
ptsd,CS-,retrieval,A11m,109,0.03227094206579326
ptsd,CS-,retrieval,A11m,110,-0.015450273368250618
ptsd,CS-,retrieval,A11m,111,0.03892347324496332
ptsd,CS-,retrieval,A11m,112,0.08599847589293647
ptsd,CS-,retrieval,A11m,113,0.20392661686613844
ptsd,CS-,retrieval,A11m,114,0.04199770605492752
ptsd,CS-,retrieval,A11m,115,1.693539717595771e-06
ptsd,CS-,retrieval,A11m,116,0.014704850118085403
ptsd,CS-,retrieval,A11m,117,-0.02079468395405389
ptsd,CS-,retrieval,A11m,118,0.09261074391558591
ptsd,CS-,retrieval,A11m,121,0.24874743216278045
ptsd,CS-,retrieval,A11m,122,-0.3149600404050124
ptsd,CS-,retrieval,A11m,123,-0.003730599948529763
ptsd,CS-,retrieval,A11m,124,0.34463694415289714
ptsd,CS-,retrieval,A11m,125,0.3344569192940584
ptsd,CS-,retrieval,A13,101,0.0342539905004235
ptsd,CS-,retrieval,A13,102,0.007026911157951997
ptsd,CS-,retrieval,A13,103,0.011231469865772552
ptsd,CS-,retrieval,A13,104,0.004988003277019385
ptsd,CS-,retrieval,A13,105,-0.0007501011564097491
ptsd,CS-,retrieval,A13,106,0.026021234739889543
ptsd,CS-,retrieval,A13,107,0.05806604004128381
ptsd,CS-,retrieval,A13,108,0.029430659174978453
ptsd,CS-,retrieval,A13,109,-0.004737204762851705
ptsd,CS-,retrieval,A13,110,0.007239331703956309
ptsd,CS-,retrieval,A13,111,0.04152566848799338
ptsd,CS-,retrieval,A13,112,0.056154272954973376
ptsd,CS-,retrieval,A13,113,-0.027114821139406556
ptsd,CS-,retrieval,A13,114,-0.029177138972081764
ptsd,CS-,retrieval,A13,115,0.026851814781387987
ptsd,CS-,retrieval,A13,116,0.011791135277316048
ptsd,CS-,retrieval,A13,117,-0.024062042699175102
ptsd,CS-,retrieval,A13,118,0.00625405304769473
ptsd,CS-,retrieval,A13,121,0.003365857294671389
ptsd,CS-,retrieval,A13,122,-0.07013027316750464
ptsd,CS-,retrieval,A13,123,-0.041080288284581865
ptsd,CS-,retrieval,A13,124,0.1428616717322192
ptsd,CS-,retrieval,A13,125,0.046070546111143806
ptsd,CS-,retrieval,A10m,101,0.2902569551559269
ptsd,CS-,retrieval,A10m,102,0.002854989349960136
ptsd,CS-,retrieval,A10m,103,0.1227552979121227
ptsd,CS-,retrieval,A10m,104,0.014622928526734538
ptsd,CS-,retrieval,A10m,105,-0.09591952823629879
ptsd,CS-,retrieval,A10m,106,0.4292729675581755
ptsd,CS-,retrieval,A10m,107,0.18452485615121558
ptsd,CS-,retrieval,A10m,108,0.08647360709006481
ptsd,CS-,retrieval,A10m,109,0.011861610561784829
ptsd,CS-,retrieval,A10m,110,-0.04646558875222032
ptsd,CS-,retrieval,A10m,111,-0.04615771569820254
ptsd,CS-,retrieval,A10m,112,0.27305160990286276
ptsd,CS-,retrieval,A10m,113,0.09641149370927414
ptsd,CS-,retrieval,A10m,114,0.06965657740487255
ptsd,CS-,retrieval,A10m,115,0.03251717208321032
ptsd,CS-,retrieval,A10m,116,0.029075153143579575
ptsd,CS-,retrieval,A10m,117,0.1989747287401103
ptsd,CS-,retrieval,A10m,118,0.08577780556893351
ptsd,CS-,retrieval,A10m,121,0.16113643618298135
ptsd,CS-,retrieval,A10m,122,-0.3355470897269929
ptsd,CS-,retrieval,A10m,123,0.0033736875690887308
ptsd,CS-,retrieval,A10m,124,0.1336948447889447
ptsd,CS-,retrieval,A10m,125,0.41745800568612107
ptsd,CS-,retrieval,A9m,101,0.06600951953851797
ptsd,CS-,retrieval,A9m,102,-0.029728930634376243
ptsd,CS-,retrieval,A9m,103,0.08424579712512391
ptsd,CS-,retrieval,A9m,104,0.029337721244109372
ptsd,CS-,retrieval,A9m,105,0.14128136367730468
ptsd,CS-,retrieval,A9m,106,0.23690855300465585
ptsd,CS-,retrieval,A9m,107,0.032392692104966925
ptsd,CS-,retrieval,A9m,108,0.17825427789727583
ptsd,CS-,retrieval,A9m,109,0.013763983066794348
ptsd,CS-,retrieval,A9m,110,0.19209685100293517
ptsd,CS-,retrieval,A9m,111,0.00460794929699255
ptsd,CS-,retrieval,A9m,112,-0.05913014603997794
ptsd,CS-,retrieval,A9m,113,-0.1787540071124375
ptsd,CS-,retrieval,A9m,114,-0.016443588706803135
ptsd,CS-,retrieval,A9m,115,0.05297338063989309
ptsd,CS-,retrieval,A9m,116,0.19161640504753286
ptsd,CS-,retrieval,A9m,117,0.06942164988188014
ptsd,CS-,retrieval,A9m,118,-0.03798370662184332
ptsd,CS-,retrieval,A9m,121,0.31724713498687573
ptsd,CS-,retrieval,A9m,122,0.04984731355536117
ptsd,CS-,retrieval,A9m,123,0.2400355434612983
ptsd,CS-,retrieval,A9m,124,0.17265319875895196
ptsd,CS-,retrieval,A9m,125,0.11016029667228802
ptsd,CS-,retrieval,A8m,101,0.4847327741584741
ptsd,CS-,retrieval,A8m,102,0.03234234757287941
ptsd,CS-,retrieval,A8m,103,0.189812988546632
ptsd,CS-,retrieval,A8m,104,0.048600717512749456
ptsd,CS-,retrieval,A8m,105,-0.0932145284951087
ptsd,CS-,retrieval,A8m,106,0.43352308758923097
ptsd,CS-,retrieval,A8m,107,0.20600418951145044
ptsd,CS-,retrieval,A8m,108,0.9660738262639517
ptsd,CS-,retrieval,A8m,109,-0.021946657650719046
ptsd,CS-,retrieval,A8m,110,0.22876590483871304
ptsd,CS-,retrieval,A8m,111,0.04050772673585348
ptsd,CS-,retrieval,A8m,112,0.42334947605870915
ptsd,CS-,retrieval,A8m,113,0.15069894923986046
ptsd,CS-,retrieval,A8m,114,0.21890855188537653
ptsd,CS-,retrieval,A8m,115,0.14070742788881366
ptsd,CS-,retrieval,A8m,116,0.3578995905486288
ptsd,CS-,retrieval,A8m,117,0.2965048805979859
ptsd,CS-,retrieval,A8m,118,-0.041381932732806714
ptsd,CS-,retrieval,A8m,121,0.114047141330297
ptsd,CS-,retrieval,A8m,122,0.33688704324309415
ptsd,CS-,retrieval,A8m,123,0.032437907968480575
ptsd,CS-,retrieval,A8m,124,0.20910741500792496
ptsd,CS-,retrieval,A8m,125,0.25134392590709204
ptsd,CS-,retrieval,A6m,101,0.17142280553873845
ptsd,CS-,retrieval,A6m,102,-0.013392641306816163
ptsd,CS-,retrieval,A6m,103,-0.07471616626676436
ptsd,CS-,retrieval,A6m,104,0.00046072794150905
ptsd,CS-,retrieval,A6m,105,-0.058112290327359706
ptsd,CS-,retrieval,A6m,106,0.29990101049903967
ptsd,CS-,retrieval,A6m,107,0.4382145502323709
ptsd,CS-,retrieval,A6m,108,0.5215608027540036
ptsd,CS-,retrieval,A6m,109,0.028091676286289533
ptsd,CS-,retrieval,A6m,110,0.0776941157369512
ptsd,CS-,retrieval,A6m,111,-0.023370196873698998
ptsd,CS-,retrieval,A6m,112,0.2481932852953349
ptsd,CS-,retrieval,A6m,113,0.6640764443603191
ptsd,CS-,retrieval,A6m,114,0.09567391106694517
ptsd,CS-,retrieval,A6m,115,0.12592495717366053
ptsd,CS-,retrieval,A6m,116,0.49917978846920597
ptsd,CS-,retrieval,A6m,117,0.5109019772574638
ptsd,CS-,retrieval,A6m,118,-0.13880145748979894
ptsd,CS-,retrieval,A6m,121,0.05596442976097377
ptsd,CS-,retrieval,A6m,122,-0.2938472870621798
ptsd,CS-,retrieval,A6m,123,0.14124729731673616
ptsd,CS-,retrieval,A6m,124,0.14723074063636937
ptsd,CS-,retrieval,A6m,125,0.2572990624418309
ptsd,CS-,retrieval,hc_tail,101,-0.0117804215117369
ptsd,CS-,retrieval,hc_tail,102,-0.02684570762111903
ptsd,CS-,retrieval,hc_tail,103,0.02080066628312036
ptsd,CS-,retrieval,hc_tail,104,-0.009183139099413793
ptsd,CS-,retrieval,hc_tail,105,-0.01407382128342171
ptsd,CS-,retrieval,hc_tail,106,0.006080877645088621
ptsd,CS-,retrieval,hc_tail,107,0.003539831980252011
ptsd,CS-,retrieval,hc_tail,108,0.049526486818263354
ptsd,CS-,retrieval,hc_tail,109,0.0033247844471190435
ptsd,CS-,retrieval,hc_tail,110,-0.024084078863122638
ptsd,CS-,retrieval,hc_tail,111,-0.08093238359522809
ptsd,CS-,retrieval,hc_tail,112,0.003666950725926448
ptsd,CS-,retrieval,hc_tail,113,-0.01843008758219612
ptsd,CS-,retrieval,hc_tail,114,-0.054303870030324414
ptsd,CS-,retrieval,hc_tail,115,0.011740530416598996
ptsd,CS-,retrieval,hc_tail,116,0.050078927901571396
ptsd,CS-,retrieval,hc_tail,117,0.12718072948005513
ptsd,CS-,retrieval,hc_tail,118,0.0011768535678316808
ptsd,CS-,retrieval,hc_tail,121,0.029649418462964452
ptsd,CS-,retrieval,hc_tail,122,-0.062700137277194
ptsd,CS-,retrieval,hc_tail,123,0.05901955198115689
ptsd,CS-,retrieval,hc_tail,124,-0.014498112485427131
ptsd,CS-,retrieval,hc_tail,125,-0.02881245588906167
ptsd,CS-,retrieval,hc_body,101,-0.06790204010348469
ptsd,CS-,retrieval,hc_body,102,-0.0033250911620730955
ptsd,CS-,retrieval,hc_body,103,-0.01643438599401225
ptsd,CS-,retrieval,hc_body,104,0.025543202888297947
ptsd,CS-,retrieval,hc_body,105,-0.00869734065242113
ptsd,CS-,retrieval,hc_body,106,-0.08605613073308113
ptsd,CS-,retrieval,hc_body,107,0.021800628976004908
ptsd,CS-,retrieval,hc_body,108,0.0674886855981853
ptsd,CS-,retrieval,hc_body,109,-0.010485308169880032
ptsd,CS-,retrieval,hc_body,110,0.021729016463535412
ptsd,CS-,retrieval,hc_body,111,-0.016333496179625928
ptsd,CS-,retrieval,hc_body,112,-0.002296379124840207
ptsd,CS-,retrieval,hc_body,113,0.09502011735877747
ptsd,CS-,retrieval,hc_body,114,-0.01044389087687056
ptsd,CS-,retrieval,hc_body,115,-0.0007527811211320033
ptsd,CS-,retrieval,hc_body,116,0.05542361699181982
ptsd,CS-,retrieval,hc_body,117,-0.012185746922374934
ptsd,CS-,retrieval,hc_body,118,-0.0080484030517923
ptsd,CS-,retrieval,hc_body,121,0.06063799677885225
ptsd,CS-,retrieval,hc_body,122,-0.2646559335720275
ptsd,CS-,retrieval,hc_body,123,-0.021739571324389213
ptsd,CS-,retrieval,hc_body,124,0.002918530170277001
ptsd,CS-,retrieval,hc_body,125,0.09760494058415094
ptsd,CS-,retrieval,hc_head,101,-0.002499904151591149
ptsd,CS-,retrieval,hc_head,102,-0.0006583177828282583
ptsd,CS-,retrieval,hc_head,103,0.01358153388264962
ptsd,CS-,retrieval,hc_head,104,0.008877723385317083
ptsd,CS-,retrieval,hc_head,105,0.000811578612885421
ptsd,CS-,retrieval,hc_head,106,-0.00995039024652604
ptsd,CS-,retrieval,hc_head,107,0.05048799073077527
ptsd,CS-,retrieval,hc_head,108,0.010791435170643994
ptsd,CS-,retrieval,hc_head,109,0.10897770709140336
ptsd,CS-,retrieval,hc_head,110,-0.017306437364680686
ptsd,CS-,retrieval,hc_head,111,0.03341793945743973
ptsd,CS-,retrieval,hc_head,112,0.027332182025536236
ptsd,CS-,retrieval,hc_head,113,-0.002260396890685109
ptsd,CS-,retrieval,hc_head,114,0.01961167797628297
ptsd,CS-,retrieval,hc_head,115,0.013541739102740175
ptsd,CS-,retrieval,hc_head,116,0.11039171233332493
ptsd,CS-,retrieval,hc_head,117,0.036184433826072566
ptsd,CS-,retrieval,hc_head,118,0.019210371395830726
ptsd,CS-,retrieval,hc_head,121,0.03867730979545173
ptsd,CS-,retrieval,hc_head,122,-0.028766574457920784
ptsd,CS-,retrieval,hc_head,123,0.011281250552492666
ptsd,CS-,retrieval,hc_head,124,0.015197829704983632
ptsd,CS-,retrieval,hc_head,125,-0.009254051002655186
ptsd,CS-,retrieval,amyg_bla,101,-0.029311771828458184
ptsd,CS-,retrieval,amyg_bla,102,0.0033519880523434752
ptsd,CS-,retrieval,amyg_bla,103,0.026090296985942365
ptsd,CS-,retrieval,amyg_bla,104,0.006119383253622991
ptsd,CS-,retrieval,amyg_bla,105,0.0050709483824210345
ptsd,CS-,retrieval,amyg_bla,106,0.007574314439165539
ptsd,CS-,retrieval,amyg_bla,107,-0.02862792452374658
ptsd,CS-,retrieval,amyg_bla,108,-0.0028323793664427736
ptsd,CS-,retrieval,amyg_bla,109,0.0074770211487544735
ptsd,CS-,retrieval,amyg_bla,110,-0.020748519588599613
ptsd,CS-,retrieval,amyg_bla,111,0.07198678922852914
ptsd,CS-,retrieval,amyg_bla,112,-0.028445577199638392
ptsd,CS-,retrieval,amyg_bla,113,-0.03864082404059231
ptsd,CS-,retrieval,amyg_bla,114,0.004140445748761083
ptsd,CS-,retrieval,amyg_bla,115,-0.01910870752755638
ptsd,CS-,retrieval,amyg_bla,116,0.04397443334511421
ptsd,CS-,retrieval,amyg_bla,117,-0.016032652146001164
ptsd,CS-,retrieval,amyg_bla,118,-0.007762350612242016
ptsd,CS-,retrieval,amyg_bla,121,0.004519439364346031
ptsd,CS-,retrieval,amyg_bla,122,0.0037160967486813213
ptsd,CS-,retrieval,amyg_bla,123,0.007467009252655811
ptsd,CS-,retrieval,amyg_bla,124,0.023206618907232055
ptsd,CS-,retrieval,amyg_bla,125,-0.049635040330701055
ptsd,CS-,retrieval,amyg_cem,101,-0.0008852009227251782
ptsd,CS-,retrieval,amyg_cem,102,-0.010451342767227282
ptsd,CS-,retrieval,amyg_cem,103,-0.007544457119415997
ptsd,CS-,retrieval,amyg_cem,104,0.008906192275600995
ptsd,CS-,retrieval,amyg_cem,105,0.0025111909645364272
ptsd,CS-,retrieval,amyg_cem,106,0.033285215974420725
ptsd,CS-,retrieval,amyg_cem,107,0.048258984187049624
ptsd,CS-,retrieval,amyg_cem,108,0.02480309124940599
ptsd,CS-,retrieval,amyg_cem,109,-0.01124717464483852
ptsd,CS-,retrieval,amyg_cem,110,0.0012601707795231736
ptsd,CS-,retrieval,amyg_cem,111,0.07182161927837948
ptsd,CS-,retrieval,amyg_cem,112,0.01692767419878967
ptsd,CS-,retrieval,amyg_cem,113,-0.02266591042041603
ptsd,CS-,retrieval,amyg_cem,114,0.004535805193530751
ptsd,CS-,retrieval,amyg_cem,115,-0.008490973410801121
ptsd,CS-,retrieval,amyg_cem,116,0.017373033552478972
ptsd,CS-,retrieval,amyg_cem,117,0.1284819661406302
ptsd,CS-,retrieval,amyg_cem,118,-0.017921023607001985
ptsd,CS-,retrieval,amyg_cem,121,0.02747719762486063
ptsd,CS-,retrieval,amyg_cem,122,0.013349927402452824
ptsd,CS-,retrieval,amyg_cem,123,-0.0349363214232927
ptsd,CS-,retrieval,amyg_cem,124,-0.00794797451813272
ptsd,CS-,retrieval,amyg_cem,125,0.03181142920113329
