subject,roi,phase,condition,beta
123,hc_body,acquisition,CS+,3.3298263959623142
123,hc_body,acquisition,CS-,-3.4336759239946515
123,hc_body,baseline,CS+,-1.5111604186331888
123,hc_body,baseline,CS-,0.6996467623932688
123,hc_body,extinction,CS+,0.0198613908885004
123,hc_body,extinction,CS-,9.221893841470136
123,hc_tail,acquisition,CS+,17.079205963887976
123,hc_tail,acquisition,CS-,2.6638863454901207
123,hc_tail,baseline,CS+,14.363559928161994
123,hc_tail,baseline,CS-,16.67218418701942
123,hc_tail,extinction,CS+,11.972808783635116
123,hc_tail,extinction,CS-,10.989260068433916
124,amyg_bla,acquisition,CS+,-1.5139972701351898
124,amyg_bla,acquisition,CS-,-1.6750819487105157
124,amyg_bla,baseline,CS+,-3.5187827528032707
124,amyg_bla,baseline,CS-,-0.8891159555029854
124,amyg_bla,extinction,CS+,5.06471369493932
124,amyg_bla,extinction,CS-,-11.749849503421421
124,amyg_cem,acquisition,CS+,10.317064849465773
124,amyg_cem,acquisition,CS-,-4.917422417822915
124,amyg_cem,baseline,CS+,4.415604210904955
124,amyg_cem,baseline,CS-,17.48991621044115
124,amyg_cem,extinction,CS+,25.988448340494266
124,amyg_cem,extinction,CS-,-14.390441646100953
124,hc_body,acquisition,CS+,-1.8360742084011852
124,hc_body,acquisition,CS-,-1.764044726834609
124,hc_body,baseline,CS+,-6.993315359080532
124,hc_body,baseline,CS-,3.8257934689900135
124,hc_body,extinction,CS+,12.605120530835569
124,hc_body,extinction,CS-,-8.147352737149424
124,hc_tail,acquisition,CS+,9.130008519919684
124,hc_tail,acquisition,CS-,14.365945389115204
124,hc_tail,baseline,CS+,2.1846841110126642
124,hc_tail,baseline,CS-,9.237477208822009
124,hc_tail,extinction,CS+,30.198329621717
124,hc_tail,extinction,CS-,0.6203067388776571
125,amyg_bla,acquisition,CS+,12.623800750691723
125,amyg_bla,acquisition,CS-,5.70750719282244
125,amyg_bla,baseline,CS+,14.11887365111444
125,amyg_bla,baseline,CS-,13.525867614692581
125,amyg_bla,extinction,CS+,9.784507653471971
125,amyg_bla,extinction,CS-,13.240109882085711
125,amyg_cem,acquisition,CS+,5.883598082701264
125,amyg_cem,acquisition,CS-,9.59417524555658
125,amyg_cem,baseline,CS+,4.356065618158143
125,amyg_cem,baseline,CS-,-0.03696773502537433
125,amyg_cem,extinction,CS+,-1.2288149537090312
125,amyg_cem,extinction,CS-,-4.915932372593514
125,hc_body,acquisition,CS+,18.18591686146381
125,hc_body,acquisition,CS-,21.64015597185139
125,hc_body,baseline,CS+,18.82823633930633
125,hc_body,baseline,CS-,26.42533637255659
125,hc_body,extinction,CS+,19.931614383959328
125,hc_body,extinction,CS-,18.50792642806825
125,hc_tail,acquisition,CS+,51.97523591758425
125,hc_tail,acquisition,CS-,47.383896126641
125,hc_tail,baseline,CS+,47.245467772320296
125,hc_tail,baseline,CS-,46.58032829796393
125,hc_tail,extinction,CS+,40.5599843365172
125,hc_tail,extinction,CS-,41.1358787166591
