"","phase","group","hc_tail_ers","yvar","SE","df","LCL","UCL","tvar","xvar"
"194","extinction","healthy",0.28,-0.0273257366362192,0.0472716601525058,Inf,-0.119976488024548,0.0653250147521094,"extinction healthy",0.28
"195","acquisition","ptsd",0.28,-0.0856990311480831,0.0458755101058517,Inf,-0.175613378727956,0.00421531643178961,"acquisition ptsd",0.28
"196","extinction","ptsd",0.28,-0.008757025414763,0.0464794751237089,Inf,-0.0998551226775578,0.0823410718480318,"extinction ptsd",0.28
"197","acquisition","healthy",0.29,-0.0133977265863979,0.0466411280567846,Inf,-0.104812657776016,0.0780172046032205,"acquisition healthy",0.29
"198","extinction","healthy",0.29,-0.0281946719335851,0.0474826949939449,Inf,-0.121259044010617,0.0648697001434472,"extinction healthy",0.29
"199","acquisition","ptsd",0.29,-0.0869665111572925,0.0460266204691583,Inf,-0.177177029606937,0.00324400729235183,"acquisition ptsd",0.29
"200","extinction","ptsd",0.29,-0.00955180219967477,0.0466463356964968,Inf,-0.100976940175574,0.081873335776224,"extinction ptsd",0.29
"201","acquisition","healthy",0.3,-0.012874945031055,0.0468323237162593,Inf,-0.104664612827244,0.0789147227651341,"acquisition healthy",0.3
"202","extinction","healthy",0.3,-0.0290636072309511,0.0476998565902414,Inf,-0.12255360821555,0.0644263937536475,"extinction healthy",0.3
"203","acquisition","ptsd",0.3,-0.0882339911665019,0.04618363969537,Inf,-0.178752261644401,0.00228427931139777,"acquisition ptsd",0.3
"204","extinction","ptsd",0.3,-0.0103465789845865,0.0468185770788685,Inf,-0.102109303866581,0.0814161458974083,"extinction ptsd",0.3
