Subj Encode Condition Response InputFile
12 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC012/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
12 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC012/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
12 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC012/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
13 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
13 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
13 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
13 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
13 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
13 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
13 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
13 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
13 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
13 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
13 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
13 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
13 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
13 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
13 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
13 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
13 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
13 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC013/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
14 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
14 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
14 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
14 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
14 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
14 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
14 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
14 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
14 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
14 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
14 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
14 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
14 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
14 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
14 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
14 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
14 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
14 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC014/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
15 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
15 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
15 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
15 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
15 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
15 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
15 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
15 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
15 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
15 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
15 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
15 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
15 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
15 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
15 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
15 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
15 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC015/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
16 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
16 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
16 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
16 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
16 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
16 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
16 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
16 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
16 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
16 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
16 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
16 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
16 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
16 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
16 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
16 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
16 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
16 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC016/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
17 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
17 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
17 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
17 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
17 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
17 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
17 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
17 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
17 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
17 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
17 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
17 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
17 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
17 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
17 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
17 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
17 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
17 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC017/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
19 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
19 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
19 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
19 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
19 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
19 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
19 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
19 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
19 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
19 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
19 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
19 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
19 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
19 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
19 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
19 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
19 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
19 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC019/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
21 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
21 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
21 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
21 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
21 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
21 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
21 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
21 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
21 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
21 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
21 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
21 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
21 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
21 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
21 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
21 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
21 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
21 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC021/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
101 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
101 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
101 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
101 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
101 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
101 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
101 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
101 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
101 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
101 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
101 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
101 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
101 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
101 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
101 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
101 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
101 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
101 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC101/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
102 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
102 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
102 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
102 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
102 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
102 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
102 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
102 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
102 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
102 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
102 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
102 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
102 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
102 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
102 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
102 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
102 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
102 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC102/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
103 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
103 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
103 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
103 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
103 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
103 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
103 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
103 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
103 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
103 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
103 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC103/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
