Subj Encode Condition Response InputFile
113 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
113 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
113 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
113 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
113 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
113 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
113 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC113/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
114 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
114 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
114 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
114 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
114 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
114 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
114 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
114 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
114 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
114 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
114 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
114 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
114 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
114 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC114/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
116 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
116 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
116 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
116 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
116 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
116 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
116 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
116 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
116 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
116 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
116 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
116 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
116 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
116 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
116 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
116 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
116 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
116 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC116/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
117 baseline CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope1.nii.gz
117 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
117 acquisition CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope7.nii.gz
117 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
117 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
117 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
117 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
117 baseline CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope4.nii.gz
117 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
117 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
117 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
117 extinction CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope16.nii.gz
117 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
117 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
117 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
117 extinction CSp baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope13.nii.gz
117 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
117 acquisition CSm baseline /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC117/all_memory_runs/source_memory.feat/reg_standard/stats/cope10.nii.gz
118 baseline CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope2.nii.gz
118 baseline CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope3.nii.gz
118 acquisition CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope8.nii.gz
118 acquisition CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope9.nii.gz
118 extinction CSp acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope14.nii.gz
118 extinction CSp extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope15.nii.gz
118 baseline CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope5.nii.gz
118 baseline CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope6.nii.gz
118 acquisition CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope11.nii.gz
118 acquisition CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope12.nii.gz
118 extinction CSm acquisition /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope17.nii.gz
118 extinction CSm extinction /scratch/05426/ach3377/fc-bids/derivatives/model/sub-FC118/all_memory_runs/source_memory.feat/reg_standard/stats/cope18.nii.gz
