subject,encode_phase,condition,source_memory,run,effect,pe
10,baseline,CSp,acquisition,2,Response,[65.32530212402344 11.310364723205566 182.7414093017578 183.55230712890625]
10,baseline,CSp,acquisition,2,Condition,"[147.5904998779297 290.029052734375 224.68287658691406 194.05459594726562
 144.926025390625 82.59465026855469 14.535833358764648]"
10,baseline,CSp,acquisition,2,Condition_Response,[181.31893920898438]
10,baseline,CSp,acquisition,3,Response,"[19.798208236694336 -67.71522521972656 117.20063018798828
 -40.62576675415039]"
10,baseline,CSp,acquisition,3,Condition,"[116.03473663330078 256.14508056640625 182.1300506591797 185.6957550048828
 150.52772521972656 68.99113464355469 173.46810913085938]"
10,baseline,CSp,acquisition,3,Condition_Response,[126.83045196533203]
10,baseline,CSp,extinction,1,Response,"[-4.407498359680176 -61.906734466552734 41.603233337402344
 -46.585689544677734]"
10,baseline,CSp,extinction,1,Condition,"[134.27151489257812 267.0513916015625 190.67755126953125
 209.84793090820312 134.34947204589844 87.64142608642578 74.63489532470703]"
10,baseline,CSp,extinction,1,Condition_Response,[196.8813934326172]
10,baseline,CSp,extinction,2,Response,"[-3.3873372077941895 -46.42515563964844 129.8931121826172
 55.95673751831055]"
10,baseline,CSp,extinction,2,Condition,"[127.36244201660156 250.1994171142578 159.36839294433594 163.8170928955078
 199.7664337158203 61.77117156982422 106.60914611816406]"
10,baseline,CSp,extinction,2,Condition_Response,[172.38198852539062]
10,baseline,CSp,extinction,3,Response,"[-26.471342086791992 -32.41859817504883 59.92478942871094
 -44.154537200927734]"
10,baseline,CSp,extinction,3,Condition,"[123.46376037597656 291.3232727050781 169.9095001220703 169.45254516601562
 124.71827697753906 89.74246978759766 82.38360595703125]"
10,baseline,CSp,extinction,3,Condition_Response,[198.72378540039062]
10,baseline,CSm,baseline,1,Response,"[76.48421478271484 -14.689460754394531 83.93075561523438
 -59.749916076660156]"
10,baseline,CSm,baseline,1,Condition,"[87.81278991699219 189.6748046875 197.94357299804688 198.13330078125
 77.709228515625 99.27141571044922 46.378631591796875]"
10,baseline,CSm,baseline,1,Condition_Response,[203.731689453125]
10,baseline,CSm,baseline,2,Response,[54.93186569213867 -48.58234786987305 122.94994354248047 60.09029006958008]
10,baseline,CSm,baseline,2,Condition,"[126.44226837158203 134.42025756835938 192.3968048095703 166.1121368408203
 238.68014526367188 33.27763366699219 116.36128997802734]"
10,baseline,CSm,baseline,2,Condition_Response,[100.8204116821289]
10,baseline,CSm,baseline,3,Response,"[-26.368492126464844 -156.55419921875 -32.29912567138672
 -57.58248519897461]"
10,baseline,CSm,baseline,3,Condition,"[80.42131042480469 285.2413330078125 213.68374633789062 202.72296142578125
 106.06554412841797 26.650636672973633 -89.71436309814453]"
10,baseline,CSm,baseline,3,Condition_Response,[200.45947265625]
10,baseline,CSm,acquisition,1,Response,[62.08248519897461 16.415422439575195 25.105905532836914 17.32957649230957]
10,baseline,CSm,acquisition,1,Condition,"[53.51508331298828 172.32797241210938 147.2111358642578 170.8858642578125
 73.0462417602539 91.24703216552734 21.770713806152344]"
10,baseline,CSm,acquisition,1,Condition_Response,[81.84542846679688]
10,baseline,CSm,acquisition,2,Response,"[56.814945220947266 -20.538908004760742 118.80424499511719
 79.55315399169922]"
10,baseline,CSm,acquisition,2,Condition,"[153.81370544433594 238.4807586669922 223.56600952148438
 165.82626342773438 137.55072021484375 74.90019989013672
 26.319698333740234]"
10,baseline,CSm,acquisition,2,Condition_Response,[129.39219665527344]
10,baseline,CSm,acquisition,3,Response,[64.16861724853516 37.52723693847656 54.787818908691406 -59.94217300415039]
10,baseline,CSm,acquisition,3,Condition,"[129.1255645751953 295.97930908203125 214.8603973388672 161.61741638183594
 -1.3049556016921997 92.86619567871094 -10.983034133911133]"
10,baseline,CSm,acquisition,3,Condition_Response,[177.88897705078125]
10,baseline,CSm,extinction,1,Response,[32.18265914916992 15.8131103515625 84.06188201904297 3.287222146987915]
10,baseline,CSm,extinction,1,Condition,"[97.49641418457031 180.960693359375 186.55856323242188 186.86294555664062
 95.6642837524414 112.23700714111328 91.88999938964844]"
10,baseline,CSm,extinction,1,Condition_Response,[180.25067138671875]
10,baseline,CSm,extinction,2,Response,"[-18.60569953918457 -121.13948822021484 46.73981857299805
 8.001402854919434]"
10,baseline,CSm,extinction,2,Condition,"[66.73213958740234 198.80947875976562 172.97360229492188
 153.58152770996094 142.60806274414062 52.68229675292969
 -32.09260940551758]"
10,baseline,CSm,extinction,2,Condition_Response,[113.43074035644531]
10,baseline,CSm,extinction,3,Response,"[-13.427008628845215 -124.71321105957031 5.121419429779053
 -40.53474044799805]"
10,baseline,CSm,extinction,3,Condition,"[74.84966278076172 260.8391418457031 184.23231506347656 166.90269470214844
 88.4458999633789 63.823612213134766 -41.60960006713867]"
10,baseline,CSm,extinction,3,Condition_Response,[223.27682495117188]
10,acquisition,CSp,baseline,1,Response,
10,acquisition,CSp,baseline,1,Condition,
10,acquisition,CSp,baseline,1,Condition_Response,
10,acquisition,CSp,baseline,2,Response,
10,acquisition,CSp,baseline,2,Condition,
10,acquisition,CSp,baseline,2,Condition_Response,
10,acquisition,CSp,baseline,3,Response,
10,acquisition,CSp,baseline,3,Condition,
10,acquisition,CSp,baseline,3,Condition_Response,
10,acquisition,CSp,acquisition,1,Response,"[-1.2813724279403687 49.97111511230469 142.1861572265625
 18.805265426635742]"
10,acquisition,CSp,acquisition,1,Condition,"[124.98778533935547 222.2408447265625 218.69369506835938
 226.08242797851562 143.176025390625 98.05999755859375 132.355224609375]"
10,acquisition,CSp,acquisition,1,Condition_Response,[194.3658447265625]
10,acquisition,CSp,acquisition,2,Response,"[-40.3258171081543 -107.21113586425781 45.47522735595703
 17.550765991210938]"
10,acquisition,CSp,acquisition,2,Condition,"[100.37140655517578 233.33827209472656 169.10186767578125
 145.86643981933594 162.68316650390625 58.04163360595703
 16.356239318847656]"
10,acquisition,CSp,acquisition,2,Condition_Response,[174.18746948242188]
10,acquisition,CSp,acquisition,3,Response,"[-22.280929565429688 -29.54889678955078 95.14352416992188
 20.15120506286621]"
10,acquisition,CSp,acquisition,3,Condition,"[107.03719329833984 280.60882568359375 153.155029296875 172.05697631835938
 148.71731567382812 62.701148986816406 101.40377807617188]"
10,acquisition,CSp,acquisition,3,Condition_Response,[159.75103759765625]
10,acquisition,CSp,extinction,1,Response,[96.69610595703125 130.75660705566406 186.9958038330078 125.2950210571289]
10,acquisition,CSp,extinction,1,Condition,"[140.55902099609375 175.51260375976562 197.23684692382812
 217.27792358398438 187.55641174316406 87.36247253417969 254.3993377685547]"
10,acquisition,CSp,extinction,1,Condition_Response,[165.9217987060547]
10,acquisition,CSp,extinction,2,Response,"[-115.87686920166016 -27.013477325439453 56.5382194519043
 114.53145599365234]"
10,acquisition,CSp,extinction,2,Condition,"[-5.575672626495361 48.650146484375 40.9767951965332 45.09565734863281
 174.03929138183594 -16.4868221282959 -63.865116119384766]"
10,acquisition,CSp,extinction,2,Condition_Response,[105.28569030761719]
10,acquisition,CSp,extinction,3,Response,"[-7.465205669403076 -149.1229705810547 -14.693788528442383
 -34.09072494506836]"
10,acquisition,CSp,extinction,3,Condition,"[156.45289611816406 372.79119873046875 235.51885986328125
 226.57571411132812 183.2907257080078 92.29008483886719 -70.64796447753906]"
10,acquisition,CSp,extinction,3,Condition_Response,[126.7483901977539]
10,acquisition,CSm,baseline,1,Response,"[-15.827649116516113 -53.57766342163086 116.69246673583984
 -74.44567108154297]"
10,acquisition,CSm,baseline,1,Condition,"[84.54914855957031 175.84681701660156 201.5564422607422 190.55319213867188
 72.90148162841797 96.36793518066406 69.4170150756836]"
10,acquisition,CSm,baseline,1,Condition_Response,[159.17625427246094]
10,acquisition,CSm,baseline,2,Response,"[-24.88190460205078 -112.98302459716797 68.33839416503906
 -15.440010070800781]"
10,acquisition,CSm,baseline,2,Condition,"[84.25718688964844 291.71966552734375 138.79953002929688 174.9213409423828
 180.67440795898438 39.90956115722656 -98.96046447753906]"
10,acquisition,CSm,baseline,2,Condition_Response,[171.02305603027344]
10,acquisition,CSm,baseline,3,Response,"[-52.9095344543457 -126.89691925048828 48.68693923950195
 -8.768741607666016]"
10,acquisition,CSm,baseline,3,Condition,"[96.36811828613281 260.46160888671875 153.32728576660156 154.9969024658203
 154.69248962402344 56.951698303222656 13.92658805847168]"
10,acquisition,CSm,baseline,3,Condition_Response,[221.19937133789062]
10,acquisition,CSm,acquisition,1,Response,
10,acquisition,CSm,acquisition,1,Condition,
10,acquisition,CSm,acquisition,1,Condition_Response,
10,acquisition,CSm,acquisition,2,Response,[-51.98037338256836 -70.92375946044922 36.04841613769531 17.72934913635254]
10,acquisition,CSm,acquisition,2,Condition,"[103.10148620605469 146.9404754638672 217.1048126220703 165.2963104248047
 121.12145233154297 64.90800476074219 -36.9317741394043]"
10,acquisition,CSm,acquisition,2,Condition_Response,[138.19644165039062]
10,acquisition,CSm,acquisition,3,Response,
10,acquisition,CSm,acquisition,3,Condition,
10,acquisition,CSm,acquisition,3,Condition_Response,
10,acquisition,CSm,extinction,1,Response,"[57.286495208740234 12.314526557922363 32.19993591308594
 -0.07287158817052841]"
10,acquisition,CSm,extinction,1,Condition,"[117.207275390625 216.61143493652344 215.90940856933594 220.13543701171875
 124.7970962524414 108.40311431884766 105.27191925048828]"
10,acquisition,CSm,extinction,1,Condition_Response,[242.81468200683594]
10,acquisition,CSm,extinction,2,Response,"[1.8896151781082153 -59.020538330078125 142.47584533691406
 50.5793342590332]"
10,acquisition,CSm,extinction,2,Condition,"[99.58325958251953 191.3056640625 187.14590454101562 146.8838653564453
 126.21070861816406 62.644351959228516 -29.210933685302734]"
10,acquisition,CSm,extinction,2,Condition_Response,[157.7199249267578]
10,acquisition,CSm,extinction,3,Response,"[-3.6316287517547607 -130.30355834960938 -30.02491569519043
 -58.67475128173828]"
10,acquisition,CSm,extinction,3,Condition,"[135.88311767578125 275.5093688964844 248.1476287841797 215.45945739746094
 160.77734375 77.24464416503906 -49.200016021728516]"
10,acquisition,CSm,extinction,3,Condition_Response,[216.8524627685547]
10,extinction,CSp,baseline,1,Response,
10,extinction,CSp,baseline,1,Condition,
10,extinction,CSp,baseline,1,Condition_Response,
10,extinction,CSp,baseline,2,Response,
10,extinction,CSp,baseline,2,Condition,
10,extinction,CSp,baseline,2,Condition_Response,
10,extinction,CSp,baseline,3,Response,
10,extinction,CSp,baseline,3,Condition,
10,extinction,CSp,baseline,3,Condition_Response,
10,extinction,CSp,acquisition,1,Response,[78.534423828125 44.9125862121582 126.56078338623047 38.790931701660156]
10,extinction,CSp,acquisition,1,Condition,"[149.3414306640625 266.3670654296875 224.30096435546875 237.34849548339844
 107.77599334716797 115.39894104003906 116.83853149414062]"
10,extinction,CSp,acquisition,1,Condition_Response,[191.29495239257812]
10,extinction,CSp,acquisition,2,Response,[-64.67831420898438 -65.45378112792969 32.8974723815918 18.724489212036133]
10,extinction,CSp,acquisition,2,Condition,"[120.38887023925781 245.53456115722656 163.34376525878906
 142.47256469726562 159.3016815185547 53.80331802368164 65.9028549194336]"
10,extinction,CSp,acquisition,2,Condition_Response,[136.37522888183594]
10,extinction,CSp,acquisition,3,Response,"[16.01702117919922 -110.40131378173828 17.658329010009766
 -2.0280051231384277]"
10,extinction,CSp,acquisition,3,Condition,"[126.31769561767578 316.5458068847656 221.01707458496094
 200.88327026367188 117.88475036621094 76.31961059570312 26.70635223388672]"
10,extinction,CSp,acquisition,3,Condition_Response,[204.89712524414062]
10,extinction,CSp,extinction,1,Response,"[110.95634460449219 -128.8866729736328 20.385591506958008
 22.876644134521484]"
10,extinction,CSp,extinction,1,Condition,"[112.81241607666016 216.2652587890625 188.65274047851562
 228.83425903320312 146.47938537597656 156.37350463867188
 53.49089050292969]"
10,extinction,CSp,extinction,1,Condition_Response,[161.6365203857422]
10,extinction,CSp,extinction,2,Response,"[-66.04557800292969 -94.54708099365234 -47.07144546508789
 -84.11954498291016]"
10,extinction,CSp,extinction,2,Condition,"[13.951610565185547 134.17686462402344 66.46978759765625 87.55537414550781
 13.992100715637207 42.35354995727539 -75.65052795410156]"
10,extinction,CSp,extinction,2,Condition_Response,[72.10757446289062]
10,extinction,CSp,extinction,3,Response,"[-27.920595169067383 -96.89791107177734 10.055821418762207
 -67.84636688232422]"
10,extinction,CSp,extinction,3,Condition,"[104.80658721923828 256.5752258300781 206.88966369628906
 203.38587951660156 134.44435119628906 66.9034194946289 26.082731246948242]"
10,extinction,CSp,extinction,3,Condition_Response,[124.89311981201172]
10,extinction,CSm,baseline,1,Response,"[-19.548749923706055 -76.82317352294922 90.45404052734375
 -93.93339538574219]"
10,extinction,CSm,baseline,1,Condition,"[121.8846206665039 239.1128692626953 229.6678466796875 222.3398895263672
 114.61676025390625 97.21105194091797 162.84169006347656]"
10,extinction,CSm,baseline,1,Condition_Response,[261.2434997558594]
10,extinction,CSm,baseline,2,Response,"[59.033729553222656 -38.61066436767578 222.44032287597656
 54.15506362915039]"
10,extinction,CSm,baseline,2,Condition,"[119.1255111694336 243.05381774902344 219.7173614501953 198.755859375
 149.44174194335938 78.01016235351562 46.27276611328125]"
10,extinction,CSm,baseline,2,Condition_Response,[158.66368103027344]
10,extinction,CSm,baseline,3,Response,
10,extinction,CSm,baseline,3,Condition,
10,extinction,CSm,baseline,3,Condition_Response,
10,extinction,CSm,acquisition,1,Response,"[-51.93626022338867 -10.195037841796875 89.33737182617188
 15.329322814941406]"
10,extinction,CSm,acquisition,1,Condition,"[98.33557891845703 191.06776428222656 165.31558227539062 187.9813690185547
 161.48385620117188 71.11653137207031 64.47193145751953]"
10,extinction,CSm,acquisition,1,Condition_Response,[269.4875793457031]
10,extinction,CSm,acquisition,2,Response,"[-110.42840576171875 -173.79295349121094 -41.169010162353516
 -9.800944328308105]"
10,extinction,CSm,acquisition,2,Condition,"[56.9063606262207 131.3675079345703 128.6894989013672 90.63603973388672
 -15.437795639038086 -22.966028213500977 -115.62319946289062]"
10,extinction,CSm,acquisition,2,Condition_Response,[-21.05384635925293]
10,extinction,CSm,acquisition,3,Response,"[57.33934783935547 -121.47639465332031 106.63270568847656
 -9.29128360748291]"
10,extinction,CSm,acquisition,3,Condition,"[161.07192993164062 324.5339660644531 240.27833557128906 220.3715057373047
 109.36402893066406 122.46875 -9.243931770324707]"
10,extinction,CSm,acquisition,3,Condition_Response,[192.0998992919922]
10,extinction,CSm,extinction,1,Response,"[24.007278442382812 -16.24233627319336 133.8486785888672
 -8.178141593933105]"
10,extinction,CSm,extinction,1,Condition,"[110.57592010498047 221.6380157470703 213.01719665527344
 190.34695434570312 122.13370513916016 102.06424713134766
 25.319984436035156]"
10,extinction,CSm,extinction,1,Condition_Response,[212.53970336914062]
10,extinction,CSm,extinction,2,Response,"[-32.50203323364258 -65.94672393798828 74.78584289550781
 23.310195922851562]"
10,extinction,CSm,extinction,2,Condition,"[86.02665710449219 187.00521850585938 138.91053771972656
 142.10667419433594 73.1045150756836 48.63113021850586 -81.90743255615234]"
10,extinction,CSm,extinction,2,Condition_Response,[185.48463439941406]
10,extinction,CSm,extinction,3,Response,"[0.2132117748260498 -62.268917083740234 63.49551773071289
 2.659001111984253]"
10,extinction,CSm,extinction,3,Condition,"[133.95298767089844 323.54510498046875 219.20603942871094
 194.56069946289062 143.2169647216797 86.94048309326172 -30.7750244140625]"
10,extinction,CSm,extinction,3,Condition_Response,[235.16363525390625]
12,baseline,CSp,baseline,1,Response,"[80.30844116210938 -37.27850341796875 -19.837434768676758
 8.247514724731445]"
12,baseline,CSp,baseline,1,Condition,"[96.0568618774414 126.50616455078125 217.5286865234375 103.43909454345703
 -2.7967913150787354 54.72526931762695 28.87602996826172]"
12,baseline,CSp,baseline,1,Condition_Response,[55.77902603149414]
12,baseline,CSp,baseline,2,Response,"[32.90811538696289 -60.741756439208984 46.22378921508789
 15.304080963134766]"
12,baseline,CSp,baseline,2,Condition,"[74.72028350830078 96.8567886352539 178.0535125732422 96.15873718261719
 18.346561431884766 85.67798614501953 41.426536560058594]"
12,baseline,CSp,baseline,2,Condition_Response,[61.833526611328125]
12,baseline,CSp,baseline,3,Response,"[46.644657135009766 -11.337190628051758 28.552331924438477
 -0.05052949860692024]"
12,baseline,CSp,baseline,3,Condition,"[18.584270477294922 84.80292510986328 106.84423828125 77.2302017211914
 -46.23359680175781 48.19947814941406 -13.77745246887207]"
12,baseline,CSp,baseline,3,Condition_Response,[17.143465042114258]
12,baseline,CSp,acquisition,1,Response,"[55.533329010009766 -47.175567626953125 -60.32444763183594
 -18.05980110168457]"
12,baseline,CSp,acquisition,1,Condition,"[70.49396514892578 197.17315673828125 213.88772583007812
 100.50674438476562 -12.527154922485352 42.451942443847656
 95.27944946289062]"
12,baseline,CSp,acquisition,1,Condition_Response,[51.44512939453125]
12,baseline,CSp,acquisition,2,Response,"[17.337730407714844 -55.334999084472656 -46.16533660888672
 -17.413463592529297]"
12,baseline,CSp,acquisition,2,Condition,"[44.129486083984375 105.72785186767578 174.08670043945312
 102.13237762451172 -52.53901290893555 61.19586944580078
 -38.79003143310547]"
12,baseline,CSp,acquisition,2,Condition_Response,[-43.61457443237305]
12,baseline,CSp,acquisition,3,Response,"[14.758376121520996 -30.023014068603516 40.90902328491211
 5.908076763153076]"
12,baseline,CSp,acquisition,3,Condition,"[70.8730697631836 109.2132339477539 173.40631103515625 64.2254867553711
 16.013151168823242 20.6221923828125 53.96073913574219]"
12,baseline,CSp,acquisition,3,Condition_Response,[18.173189163208008]
12,baseline,CSp,extinction,1,Response,[247.8842010498047 49.3172607421875 77.57099914550781 33.23394012451172]
12,baseline,CSp,extinction,1,Condition,"[154.6208038330078 137.8570556640625 272.5251770019531 129.58798217773438
 -11.244773864746094 99.51167297363281 49.87158966064453]"
12,baseline,CSp,extinction,1,Condition_Response,[47.61906814575195]
12,baseline,CSp,extinction,2,Response,"[-112.04508209228516 -81.26573181152344 -80.74037170410156
 -49.23817825317383]"
12,baseline,CSp,extinction,2,Condition,"[-28.254581451416016 72.04029083251953 77.30841827392578
 12.861875534057617 21.87364387512207 -4.088437080383301 76.60572052001953]"
12,baseline,CSp,extinction,2,Condition_Response,[3.780719518661499]
12,baseline,CSp,extinction,3,Response,"[13.799600601196289 -3.627603769302368 13.54626750946045
 13.948376655578613]"
12,baseline,CSp,extinction,3,Condition,"[-18.268211364746094 43.69635009765625 124.09351348876953
 57.60480499267578 20.17555809020996 21.25298309326172 -12.017199516296387]"
12,baseline,CSp,extinction,3,Condition_Response,[44.37317657470703]
12,baseline,CSm,baseline,1,Response,"[125.7546615600586 -35.23749542236328 86.69745635986328
 0.17205649614334106]"
12,baseline,CSm,baseline,1,Condition,"[184.0569610595703 189.6399688720703 201.8551788330078 114.43939971923828
 25.544729232788086 72.3553237915039 81.46923828125]"
12,baseline,CSm,baseline,1,Condition_Response,[61.41057586669922]
12,baseline,CSm,baseline,2,Response,[63.888980865478516 -35.50552749633789 9.607843399047852 24.44215965270996]
12,baseline,CSm,baseline,2,Condition,"[160.58836364746094 198.91941833496094 205.9044189453125 95.13066101074219
 59.17268371582031 82.46843719482422 92.9935073852539]"
12,baseline,CSm,baseline,2,Condition_Response,[72.76366424560547]
12,baseline,CSm,baseline,3,Response,[61.8265380859375 -45.004337310791016 115.52928161621094 4.336511611938477]
12,baseline,CSm,baseline,3,Condition,"[74.6043701171875 154.54678344726562 152.12799072265625 105.57718658447266
 -3.638242721557617 67.25907897949219 45.251556396484375]"
12,baseline,CSm,baseline,3,Condition_Response,[44.317527770996094]
12,baseline,CSm,acquisition,1,Response,"[111.79967498779297 21.280818939208984 45.72557067871094
 -30.62386131286621]"
12,baseline,CSm,acquisition,1,Condition,"[143.89752197265625 215.72518920898438 183.63558959960938
 114.9037857055664 -26.500822067260742 75.99396514892578 73.4148178100586]"
12,baseline,CSm,acquisition,1,Condition_Response,[39.65214538574219]
12,baseline,CSm,acquisition,2,Response,[75.99369812011719 -48.00865936279297 7.890314102172852 3.7315402030944824]
12,baseline,CSm,acquisition,2,Condition,"[124.13565063476562 189.17819213867188 228.638916015625 112.45125579833984
 -39.71076202392578 98.92887878417969 90.50209045410156]"
12,baseline,CSm,acquisition,2,Condition_Response,[87.98406219482422]
12,baseline,CSm,acquisition,3,Response,"[57.866336822509766 -22.700502395629883 58.981666564941406
 -27.27789878845215]"
12,baseline,CSm,acquisition,3,Condition,"[99.13815307617188 211.90545654296875 148.8048858642578 108.5821762084961
 -7.837174415588379 93.51946258544922 11.49431037902832]"
12,baseline,CSm,acquisition,3,Condition_Response,[52.099430084228516]
12,baseline,CSm,extinction,1,Response,[103.4666519165039 -74.54914855957031 1.747795820236206 15.897610664367676]
12,baseline,CSm,extinction,1,Condition,"[198.68698120117188 266.5399169921875 219.25372314453125
 127.19815826416016 -5.350993633270264 99.632568359375 107.39879608154297]"
12,baseline,CSm,extinction,1,Condition_Response,[91.64360046386719]
12,baseline,CSm,extinction,2,Response,"[29.232406616210938 -18.044130325317383 93.48091125488281
 -46.828922271728516]"
12,baseline,CSm,extinction,2,Condition,"[94.95301055908203 195.56265258789062 176.41664123535156 95.4549560546875
 39.65938186645508 53.775543212890625 102.58699035644531]"
12,baseline,CSm,extinction,2,Condition_Response,[38.44627380371094]
12,baseline,CSm,extinction,3,Response,[22.6721248626709 27.266010284423828 94.43214416503906 -12.602996826171875]
12,baseline,CSm,extinction,3,Condition,"[104.57968139648438 139.4834442138672 153.41354370117188
 114.66763305664062 31.32977294921875 82.25352478027344 70.66732788085938]"
12,baseline,CSm,extinction,3,Condition_Response,[52.582279205322266]
12,acquisition,CSp,baseline,1,Response,[140.7104949951172 -15.11974048614502 56.33742141723633 25.096494674682617]
12,acquisition,CSp,baseline,1,Condition,"[133.9888153076172 126.9153060913086 213.69100952148438 121.4526596069336
 -12.856443405151367 86.06578063964844 75.67948913574219]"
12,acquisition,CSp,baseline,1,Condition_Response,[3.0441808700561523]
12,acquisition,CSp,baseline,2,Response,[31.91353988647461 5.285729885101318 18.54580307006836 -29.81139373779297]
12,acquisition,CSp,baseline,2,Condition,"[108.72840118408203 155.3929443359375 159.14695739746094 76.61908721923828
 -18.363969802856445 40.115779876708984 72.49414825439453]"
12,acquisition,CSp,baseline,2,Condition_Response,[77.99639892578125]
12,acquisition,CSp,baseline,3,Response,"[38.90843963623047 -24.260404586791992 -4.584517955780029
 12.433055877685547]"
12,acquisition,CSp,baseline,3,Condition,"[89.18756866455078 147.82537841796875 126.26829528808594 81.49689483642578
 -24.407548904418945 61.05331039428711 56.455909729003906]"
12,acquisition,CSp,baseline,3,Condition_Response,[66.49650573730469]
12,acquisition,CSp,acquisition,1,Response,"[96.56338500976562 -68.28543090820312 -48.49751281738281
 1.0876587629318237]"
12,acquisition,CSp,acquisition,1,Condition,"[121.40157318115234 187.24624633789062 216.44284057617188
 105.33645629882812 32.86113739013672 55.64425277709961 131.4510955810547]"
12,acquisition,CSp,acquisition,1,Condition_Response,[67.71039581298828]
12,acquisition,CSp,acquisition,2,Response,"[14.004414558410645 -89.51518249511719 -82.85165405273438
 -68.62324523925781]"
12,acquisition,CSp,acquisition,2,Condition,"[32.98640060424805 107.03337860107422 178.89793395996094 73.10932159423828
 -62.99153518676758 52.379974365234375 -26.7058162689209]"
12,acquisition,CSp,acquisition,2,Condition_Response,[53.35808563232422]
12,acquisition,CSp,acquisition,3,Response,"[11.698383331298828 -6.059316635131836 74.88335418701172
 41.449684143066406]"
12,acquisition,CSp,acquisition,3,Condition,"[110.8825912475586 105.07244110107422 183.29995727539062 96.194580078125
 11.542376518249512 54.37581253051758 55.924781799316406]"
12,acquisition,CSp,acquisition,3,Condition_Response,[46.11772155761719]
12,acquisition,CSp,extinction,1,Response,[94.88037109375 50.26513671875 21.318979263305664 59.89060592651367]
12,acquisition,CSp,extinction,1,Condition,"[150.15975952148438 267.3469543457031 237.7406768798828 102.70750427246094
 -25.600605010986328 74.22187805175781 83.7353515625]"
12,acquisition,CSp,extinction,1,Condition_Response,[33.77043914794922]
12,acquisition,CSp,extinction,2,Response,"[25.777067184448242 -59.10773849487305 -27.074922561645508
 -38.197628021240234]"
12,acquisition,CSp,extinction,2,Condition,"[3.266279458999634 91.77204132080078 126.28739929199219 61.40030288696289
 27.263227462768555 45.20836639404297 76.45451354980469]"
12,acquisition,CSp,extinction,2,Condition_Response,[18.505054473876953]
12,acquisition,CSp,extinction,3,Response,
12,acquisition,CSp,extinction,3,Condition,
12,acquisition,CSp,extinction,3,Condition_Response,
12,acquisition,CSm,baseline,1,Response,"[135.74598693847656 -40.788753509521484 63.796897888183594
 3.3537795543670654]"
12,acquisition,CSm,baseline,1,Condition,"[188.17294311523438 226.40960693359375 251.64341735839844
 112.9593734741211 58.92561721801758 85.2066650390625 141.66867065429688]"
12,acquisition,CSm,baseline,1,Condition_Response,[105.58566284179688]
12,acquisition,CSm,baseline,2,Response,"[-3.3963561058044434 -80.51153564453125 -87.60807800292969
 -34.89189910888672]"
12,acquisition,CSm,baseline,2,Condition,"[57.8250617980957 115.78346252441406 132.84144592285156 64.75328826904297
 -22.250137329101562 41.614933013916016 59.05701446533203]"
12,acquisition,CSm,baseline,2,Condition_Response,[21.632396697998047]
12,acquisition,CSm,baseline,3,Response,[38.20871353149414 -60.35520553588867 49.54810333251953 -12.98622989654541]
12,acquisition,CSm,baseline,3,Condition,"[95.85577392578125 131.90513610839844 142.7789306640625 109.97535705566406
 -44.25871658325195 77.69888305664062 19.069223403930664]"
12,acquisition,CSm,baseline,3,Condition_Response,[58.84992980957031]
12,acquisition,CSm,acquisition,1,Response,[92.67774200439453 -59.55986404418945 -47.6586799621582 -5.823251724243164]
12,acquisition,CSm,acquisition,1,Condition,"[195.86026000976562 313.3888244628906 270.98779296875 127.4776840209961
 42.68989562988281 88.48551177978516 178.11231994628906]"
12,acquisition,CSm,acquisition,1,Condition_Response,[142.64186096191406]
12,acquisition,CSm,acquisition,2,Response,
12,acquisition,CSm,acquisition,2,Condition,
12,acquisition,CSm,acquisition,2,Condition_Response,
12,acquisition,CSm,acquisition,3,Response,[-4.573836803436279 11.178895950317383 36.73932647705078 66.29359436035156]
12,acquisition,CSm,acquisition,3,Condition,"[212.2181854248047 308.3614196777344 261.2487487792969 111.15323638916016
 1.9391179084777832 80.38275146484375 39.504661560058594]"
12,acquisition,CSm,acquisition,3,Condition_Response,[178.7721405029297]
12,acquisition,CSm,extinction,1,Response,[8.517080307006836 -81.00051879882812 3.117394208908081 -36.42428207397461]
12,acquisition,CSm,extinction,1,Condition,"[185.380859375 237.2965850830078 234.76719665527344 96.03911590576172
 18.591705322265625 60.64321517944336 112.7617416381836]"
12,acquisition,CSm,extinction,1,Condition_Response,[84.75973510742188]
12,acquisition,CSm,extinction,2,Response,"[-121.15644073486328 -123.65020751953125 -173.63314819335938
 -76.9468994140625]"
12,acquisition,CSm,extinction,2,Condition,"[4.184619903564453 99.530029296875 109.67230224609375 34.68458938598633
 -38.12444305419922 19.283029556274414 5.05397891998291]"
12,acquisition,CSm,extinction,2,Condition_Response,[26.13719940185547]
12,acquisition,CSm,extinction,3,Response,"[-110.94004821777344 -91.59123992919922 -31.34967803955078
 -49.5932731628418]"
12,acquisition,CSm,extinction,3,Condition,"[83.56717681884766 81.69974517822266 108.81741333007812 74.34622955322266
 -21.334243774414062 39.68370819091797 9.921796798706055]"
12,acquisition,CSm,extinction,3,Condition_Response,[23.151906967163086]
12,extinction,CSp,baseline,1,Response,"[37.436798095703125 -107.37577819824219 -113.69347381591797
 -33.949954986572266]"
12,extinction,CSp,baseline,1,Condition,"[99.56924438476562 146.7786102294922 202.80589294433594 96.58778381347656
 47.34121322631836 33.11813735961914 112.52506256103516]"
12,extinction,CSp,baseline,1,Condition_Response,[3.0393199920654297]
