roi,encode_phase,memory_phase,subject,rsa,group
dACC,early_extinction,encoding,125,-0.08221305312702329,ptsd
dACC,early_extinction,retrieval,101,0.4766206530989323,ptsd
dACC,early_extinction,retrieval,102,0.21115115554658595,ptsd
dACC,early_extinction,retrieval,103,0.4730987625108418,ptsd
dACC,early_extinction,retrieval,104,-0.03220953121161198,ptsd
dACC,early_extinction,retrieval,105,-0.15938455686294783,ptsd
dACC,early_extinction,retrieval,106,-0.2588674898678528,ptsd
dACC,early_extinction,retrieval,107,-0.07575357977034464,ptsd
dACC,early_extinction,retrieval,108,-0.051465133122552686,ptsd
dACC,early_extinction,retrieval,109,0.2734243946079434,ptsd
dACC,early_extinction,retrieval,110,0.2925169331282938,ptsd
dACC,early_extinction,retrieval,111,-0.07570952226020713,ptsd
dACC,early_extinction,retrieval,112,-0.1462896039134737,ptsd
dACC,early_extinction,retrieval,113,0.2031517986988336,ptsd
dACC,early_extinction,retrieval,114,0.056330359409184814,ptsd
dACC,early_extinction,retrieval,115,0.02753035632613865,ptsd
dACC,early_extinction,retrieval,116,-0.14036904972017994,ptsd
dACC,early_extinction,retrieval,117,-0.03637650176932056,ptsd
dACC,early_extinction,retrieval,118,0.005028335491908079,ptsd
dACC,early_extinction,retrieval,120,-0.15987946602311948,ptsd
dACC,early_extinction,retrieval,121,0.20021155382724354,ptsd
dACC,early_extinction,retrieval,122,0.03020786811731202,ptsd
dACC,early_extinction,retrieval,123,0.13861657064438618,ptsd
dACC,early_extinction,retrieval,124,0.3135555090466324,ptsd
dACC,early_extinction,retrieval,125,-0.04823396569849381,ptsd
dACC,extinction,encoding,101,0.1697270553302912,ptsd
dACC,extinction,encoding,102,-0.009294795749728198,ptsd
dACC,extinction,encoding,103,0.1979537040229492,ptsd
dACC,extinction,encoding,104,0.13615035589978847,ptsd
dACC,extinction,encoding,105,0.07089619431027183,ptsd
dACC,extinction,encoding,106,0.012833881027931149,ptsd
dACC,extinction,encoding,107,-0.012682671939058837,ptsd
dACC,extinction,encoding,108,-0.05104329419382958,ptsd
dACC,extinction,encoding,109,0.2435480921500674,ptsd
dACC,extinction,encoding,110,0.0058655498789608185,ptsd
dACC,extinction,encoding,111,0.013637482077813498,ptsd
dACC,extinction,encoding,112,0.15045825338933158,ptsd
dACC,extinction,encoding,113,-0.0747167811379445,ptsd
dACC,extinction,encoding,114,-0.10021309183768937,ptsd
dACC,extinction,encoding,115,0.08954423189017377,ptsd
dACC,extinction,encoding,116,-0.006218543783561167,ptsd
dACC,extinction,encoding,117,0.2776419132316309,ptsd
dACC,extinction,encoding,118,-0.10982454370784628,ptsd
dACC,extinction,encoding,120,-0.20917366105663043,ptsd
dACC,extinction,encoding,121,0.07657565050731419,ptsd
dACC,extinction,encoding,122,-0.13117009779825084,ptsd
dACC,extinction,encoding,123,-0.1368292549359835,ptsd
dACC,extinction,encoding,124,0.16072292466280835,ptsd
dACC,extinction,encoding,125,0.02674491443374194,ptsd
dACC,extinction,retrieval,101,-0.04869853027038534,ptsd
dACC,extinction,retrieval,102,-0.03735550131599105,ptsd
dACC,extinction,retrieval,103,0.20264322952208258,ptsd
dACC,extinction,retrieval,104,0.016920035141408548,ptsd
dACC,extinction,retrieval,105,-0.013993594626615091,ptsd
dACC,extinction,retrieval,106,-0.15333468676862935,ptsd
dACC,extinction,retrieval,107,-0.12783704389277306,ptsd
dACC,extinction,retrieval,108,0.02198639714755274,ptsd
dACC,extinction,retrieval,109,-0.07781583153013091,ptsd
dACC,extinction,retrieval,110,0.21062855461906993,ptsd
dACC,extinction,retrieval,111,-0.28655149548395986,ptsd
dACC,extinction,retrieval,112,-0.044776846780650525,ptsd
dACC,extinction,retrieval,113,0.40557025954406106,ptsd
dACC,extinction,retrieval,114,-0.011703655507440833,ptsd
dACC,extinction,retrieval,115,0.060851712613879144,ptsd
dACC,extinction,retrieval,116,0.06494354933108465,ptsd
dACC,extinction,retrieval,117,-0.011940729219502844,ptsd
dACC,extinction,retrieval,118,0.11197179572704208,ptsd
dACC,extinction,retrieval,120,-0.07830023116231313,ptsd
dACC,extinction,retrieval,121,0.10758873377975692,ptsd
dACC,extinction,retrieval,122,-0.02147717944622385,ptsd
dACC,extinction,retrieval,123,-0.027286143322226473,ptsd
dACC,extinction,retrieval,124,-0.23438886090220445,ptsd
dACC,extinction,retrieval,125,-0.14592110559469418,ptsd
mOFC,acquisition,encoding,101,0.06491155081013156,ptsd
mOFC,acquisition,encoding,102,-0.059248029941739444,ptsd
mOFC,acquisition,encoding,103,0.0060651658262658725,ptsd
mOFC,acquisition,encoding,104,-0.18019220465271124,ptsd
mOFC,acquisition,encoding,105,0.2606392196742378,ptsd
mOFC,acquisition,encoding,106,-0.019047833106479062,ptsd
mOFC,acquisition,encoding,107,0.10817890465440053,ptsd
mOFC,acquisition,encoding,108,0.12209063177030235,ptsd
mOFC,acquisition,encoding,109,0.23624314416494918,ptsd
mOFC,acquisition,encoding,110,0.2150027805589981,ptsd
mOFC,acquisition,encoding,111,0.03778783993070306,ptsd
mOFC,acquisition,encoding,112,-0.009901367813446471,ptsd
mOFC,acquisition,encoding,113,0.6452092171822499,ptsd
mOFC,acquisition,encoding,114,0.16905855838776052,ptsd
mOFC,acquisition,encoding,115,0.16089016794790012,ptsd
mOFC,acquisition,encoding,116,0.030065613156534665,ptsd
mOFC,acquisition,encoding,117,0.2365053330438177,ptsd
mOFC,acquisition,encoding,118,-0.3855868138879982,ptsd
mOFC,acquisition,encoding,120,-0.049173564175696474,ptsd
mOFC,acquisition,encoding,121,-0.19080008600112053,ptsd
mOFC,acquisition,encoding,122,0.4757373031494035,ptsd
mOFC,acquisition,encoding,123,0.9578781599595344,ptsd
mOFC,acquisition,encoding,124,-0.091579384784504,ptsd
mOFC,acquisition,encoding,125,0.09500725225534068,ptsd
mOFC,acquisition,retrieval,101,-0.2465014098837384,ptsd
mOFC,acquisition,retrieval,102,0.014183581945831445,ptsd
mOFC,acquisition,retrieval,103,0.008718507647293566,ptsd
mOFC,acquisition,retrieval,104,-0.12256486412399827,ptsd
mOFC,acquisition,retrieval,105,0.004240165422867814,ptsd
mOFC,acquisition,retrieval,106,0.14886126266066263,ptsd
mOFC,acquisition,retrieval,107,-0.18976465999018066,ptsd
mOFC,acquisition,retrieval,108,-0.14917960200903227,ptsd
mOFC,acquisition,retrieval,109,0.015568104854690568,ptsd
mOFC,acquisition,retrieval,110,0.03714081838856194,ptsd
mOFC,acquisition,retrieval,111,-0.04142370722823481,ptsd
mOFC,acquisition,retrieval,112,0.2233041614637336,ptsd
mOFC,acquisition,retrieval,113,0.0881573455810011,ptsd
mOFC,acquisition,retrieval,114,-0.04117667508042836,ptsd
mOFC,acquisition,retrieval,115,0.0063687997003408145,ptsd
mOFC,acquisition,retrieval,116,0.08524665421408205,ptsd
mOFC,acquisition,retrieval,117,0.07598458609687614,ptsd
mOFC,acquisition,retrieval,118,0.019035211772161886,ptsd
mOFC,acquisition,retrieval,120,0.03232716168067379,ptsd
mOFC,acquisition,retrieval,121,0.026940556583057884,ptsd
mOFC,acquisition,retrieval,122,0.17087193760462557,ptsd
mOFC,acquisition,retrieval,123,0.10205071180781575,ptsd
mOFC,acquisition,retrieval,124,-0.29336982496223485,ptsd
mOFC,acquisition,retrieval,125,0.02830091945521218,ptsd
mOFC,baseline,encoding,101,-0.002628187208229077,ptsd
mOFC,baseline,encoding,102,0.14591601094485268,ptsd
mOFC,baseline,encoding,103,-0.15031442650145505,ptsd
mOFC,baseline,encoding,104,0.03429639199309131,ptsd
mOFC,baseline,encoding,105,0.2803249782659598,ptsd
mOFC,baseline,encoding,106,0.053098650067835984,ptsd
mOFC,baseline,encoding,107,0.18972244701401897,ptsd
mOFC,baseline,encoding,108,0.010324542766847924,ptsd
mOFC,baseline,encoding,109,0.011241329411334766,ptsd
mOFC,baseline,encoding,110,-0.03178816455764159,ptsd
mOFC,baseline,encoding,111,0.0890275279103305,ptsd
mOFC,baseline,encoding,112,-0.030719380345440417,ptsd
mOFC,baseline,encoding,113,-0.05157764347527802,ptsd
mOFC,baseline,encoding,114,0.0734978418004819,ptsd
mOFC,baseline,encoding,115,-0.028415896076248337,ptsd
mOFC,baseline,encoding,116,-0.13100076781436723,ptsd
mOFC,baseline,encoding,117,0.06381294124576281,ptsd
mOFC,baseline,encoding,118,0.08442289022149507,ptsd
mOFC,baseline,encoding,120,0.05485751213381462,ptsd
mOFC,baseline,encoding,121,0.06956175433590236,ptsd
mOFC,baseline,encoding,122,0.14659198613494803,ptsd
mOFC,baseline,encoding,123,-0.0572515678206581,ptsd
mOFC,baseline,encoding,124,0.08032241390926544,ptsd
mOFC,baseline,encoding,125,-0.07633717717695776,ptsd
mOFC,baseline,retrieval,101,-0.04059500213944989,ptsd
mOFC,baseline,retrieval,102,-0.02723659536831808,ptsd
mOFC,baseline,retrieval,103,-0.25445306989036176,ptsd
mOFC,baseline,retrieval,104,0.13663607225810484,ptsd
mOFC,baseline,retrieval,105,0.11927328066659376,ptsd
mOFC,baseline,retrieval,106,-0.3166020813302724,ptsd
mOFC,baseline,retrieval,107,0.0772399426191136,ptsd
mOFC,baseline,retrieval,108,0.001827375690564681,ptsd
mOFC,baseline,retrieval,109,-0.03326487783214019,ptsd
mOFC,baseline,retrieval,110,-0.0013779944725193921,ptsd
mOFC,baseline,retrieval,111,-0.04952476014156704,ptsd
mOFC,baseline,retrieval,112,0.04530950022553898,ptsd
mOFC,baseline,retrieval,113,0.11728422925823642,ptsd
mOFC,baseline,retrieval,114,0.09714503193812321,ptsd
mOFC,baseline,retrieval,115,0.02078425684579452,ptsd
mOFC,baseline,retrieval,116,0.05539939723038104,ptsd
mOFC,baseline,retrieval,117,-0.15420420483837086,ptsd
mOFC,baseline,retrieval,118,0.015285686607942633,ptsd
mOFC,baseline,retrieval,120,0.07979107244428732,ptsd
mOFC,baseline,retrieval,121,-0.06894475066127809,ptsd
mOFC,baseline,retrieval,122,0.012208037552242534,ptsd
mOFC,baseline,retrieval,123,0.025294772103786112,ptsd
mOFC,baseline,retrieval,124,-0.0331411462784052,ptsd
mOFC,baseline,retrieval,125,0.15097734534614166,ptsd
mOFC,early_extinction,encoding,101,0.686729291325648,ptsd
mOFC,early_extinction,encoding,102,-0.07387362047977639,ptsd
mOFC,early_extinction,encoding,103,0.12000062221673313,ptsd
mOFC,early_extinction,encoding,104,0.19019657134244156,ptsd
mOFC,early_extinction,encoding,105,0.10228593190705695,ptsd
mOFC,early_extinction,encoding,106,0.15270391571451786,ptsd
mOFC,early_extinction,encoding,107,-0.29149966987542814,ptsd
mOFC,early_extinction,encoding,108,0.28671093108782497,ptsd
mOFC,early_extinction,encoding,109,0.10160004124184524,ptsd
mOFC,early_extinction,encoding,110,-0.0181360036385537,ptsd
mOFC,early_extinction,encoding,111,0.050740214757588546,ptsd
mOFC,early_extinction,encoding,112,0.22742060913070664,ptsd
mOFC,early_extinction,encoding,113,0.1790282185096838,ptsd
mOFC,early_extinction,encoding,114,-0.08879888124346427,ptsd
mOFC,early_extinction,encoding,115,-0.045555734651792384,ptsd
mOFC,early_extinction,encoding,116,0.047010518853978764,ptsd
mOFC,early_extinction,encoding,117,-0.15144048937937682,ptsd
mOFC,early_extinction,encoding,118,-0.2646677580650052,ptsd
mOFC,early_extinction,encoding,120,-0.06291714524818076,ptsd
mOFC,early_extinction,encoding,121,-0.4452222092683075,ptsd
mOFC,early_extinction,encoding,122,0.1532749701830276,ptsd
mOFC,early_extinction,encoding,123,0.021223097835970317,ptsd
mOFC,early_extinction,encoding,124,0.17019890375334445,ptsd
mOFC,early_extinction,encoding,125,-0.06610109777427331,ptsd
mOFC,early_extinction,retrieval,101,0.11599737089117182,ptsd
mOFC,early_extinction,retrieval,102,0.05615459786084487,ptsd
mOFC,early_extinction,retrieval,103,0.03683142568237782,ptsd
mOFC,early_extinction,retrieval,104,-0.08076377397217807,ptsd
mOFC,early_extinction,retrieval,105,-0.0590833942719967,ptsd
mOFC,early_extinction,retrieval,106,-0.37667130632621815,ptsd
mOFC,early_extinction,retrieval,107,0.18900199097334022,ptsd
mOFC,early_extinction,retrieval,108,-0.09455795527482669,ptsd
mOFC,early_extinction,retrieval,109,0.04668008504030666,ptsd
mOFC,early_extinction,retrieval,110,-0.020302201294639034,ptsd
mOFC,early_extinction,retrieval,111,0.07911879920384039,ptsd
mOFC,early_extinction,retrieval,112,0.08630786789854678,ptsd
mOFC,early_extinction,retrieval,113,0.15086136960287483,ptsd
mOFC,early_extinction,retrieval,114,0.044653450603604955,ptsd
mOFC,early_extinction,retrieval,115,0.058824352296796154,ptsd
mOFC,early_extinction,retrieval,116,-0.031119874381229297,ptsd
mOFC,early_extinction,retrieval,117,-0.06940089655377263,ptsd
mOFC,early_extinction,retrieval,118,-0.20618282693747306,ptsd
mOFC,early_extinction,retrieval,120,-0.6315047004281723,ptsd
mOFC,early_extinction,retrieval,121,0.28457304535737316,ptsd
mOFC,early_extinction,retrieval,122,0.20473749297992416,ptsd
mOFC,early_extinction,retrieval,123,-0.6293524743371064,ptsd
mOFC,early_extinction,retrieval,124,-0.1989495526577311,ptsd
mOFC,early_extinction,retrieval,125,-0.4188637978152454,ptsd
mOFC,extinction,encoding,101,0.12887400222712095,ptsd
mOFC,extinction,encoding,102,0.10216417443248596,ptsd
mOFC,extinction,encoding,103,-0.03024472635313158,ptsd
mOFC,extinction,encoding,104,0.22303106896920313,ptsd
mOFC,extinction,encoding,105,0.15118687001064857,ptsd
mOFC,extinction,encoding,106,-0.3335100778439739,ptsd
mOFC,extinction,encoding,107,0.20741235384050832,ptsd
mOFC,extinction,encoding,108,0.2481942474739199,ptsd
mOFC,extinction,encoding,109,0.002452740939402176,ptsd
mOFC,extinction,encoding,110,0.03704151054529957,ptsd
mOFC,extinction,encoding,111,-0.09443351953937953,ptsd
mOFC,extinction,encoding,112,0.3762868908468682,ptsd
mOFC,extinction,encoding,113,0.08680175235034254,ptsd
mOFC,extinction,encoding,114,-0.13066171863956055,ptsd
mOFC,extinction,encoding,115,0.03422301074625346,ptsd
mOFC,extinction,encoding,116,0.16428064725927333,ptsd
mOFC,extinction,encoding,117,0.3229952173226833,ptsd
mOFC,extinction,encoding,118,-0.25684137120380296,ptsd
mOFC,extinction,encoding,120,-0.1142608429551632,ptsd
mOFC,extinction,encoding,121,0.10314006934406461,ptsd
mOFC,extinction,encoding,122,-0.06300304706268539,ptsd
mOFC,extinction,encoding,123,-0.14245931742297724,ptsd
mOFC,extinction,encoding,124,-0.16326931757380914,ptsd
mOFC,extinction,encoding,125,-0.2937810713294201,ptsd
mOFC,extinction,retrieval,101,0.205224216837328,ptsd
mOFC,extinction,retrieval,102,0.019043342333357704,ptsd
mOFC,extinction,retrieval,103,-0.19170255489657237,ptsd
mOFC,extinction,retrieval,104,-0.16380414060963266,ptsd
mOFC,extinction,retrieval,105,-0.04697402496022075,ptsd
mOFC,extinction,retrieval,106,-0.11411576747997043,ptsd
mOFC,extinction,retrieval,107,0.3383623670743771,ptsd
mOFC,extinction,retrieval,108,0.09425715685912836,ptsd
mOFC,extinction,retrieval,109,-0.07094712160902787,ptsd
mOFC,extinction,retrieval,110,0.0028380068484725463,ptsd
mOFC,extinction,retrieval,111,-0.04295829756597325,ptsd
mOFC,extinction,retrieval,112,0.18387801327657727,ptsd
mOFC,extinction,retrieval,113,0.16102662630270906,ptsd
mOFC,extinction,retrieval,114,-0.02721912517024927,ptsd
mOFC,extinction,retrieval,115,-0.06113086178013321,ptsd
mOFC,extinction,retrieval,116,-0.04789102504161297,ptsd
mOFC,extinction,retrieval,117,-0.1837720832180026,ptsd
mOFC,extinction,retrieval,118,0.09744457740269093,ptsd
mOFC,extinction,retrieval,120,-0.1646892291886272,ptsd
mOFC,extinction,retrieval,121,0.02350233162400228,ptsd
mOFC,extinction,retrieval,122,-0.20108810234855323,ptsd
mOFC,extinction,retrieval,123,0.1053656582067434,ptsd
mOFC,extinction,retrieval,124,0.12964242574228957,ptsd
mOFC,extinction,retrieval,125,-0.011404195256516148,ptsd
