subject,trial_type,encode_phase,response,CSp_trial,CSm_trial
6,CS+,baseline,MO,23.0,
6,CS+,acquisition,DO,16.0,
6,CS+,acquisition,DO,7.0,
6,CS+,extinction,MO,19.0,
6,CS+,extinction,DO,17.0,
6,CS+,baseline,MO,19.0,
6,CS+,extinction,DO,24.0,
6,CS-,acquisition,DO,,3.0
6,CS-,extinction,DN,,19.0
6,CS+,baseline,DN,16.0,
6,CS-,baseline,MO,,4.0
6,CS-,acquisition,MN,,14.0
6,CS-,extinction,DN,,22.0
6,CS-,baseline,DO,,20.0
6,CS+,acquisition,DO,20.0,
6,CS+,extinction,DO,2.0,
6,CS+,acquisition,MN,17.0,
6,CS-,acquisition,MN,,13.0
6,CS-,extinction,DN,,8.0
6,CS+,extinction,MO,10.0,
6,CS-,extinction,MN,,14.0
6,CS+,extinction,,16.0,
6,CS-,baseline,MN,,18.0
6,CS+,acquisition,MO,13.0,
6,CS+,baseline,DN,13.0,
6,CS-,baseline,MO,,15.0
6,CS-,acquisition,MN,,8.0
6,CS+,acquisition,DO,6.0,
6,CS+,baseline,MO,3.0,
6,CS+,acquisition,DO,11.0,
6,CS+,baseline,DO,7.0,
6,CS-,acquisition,DO,,4.0
6,CS-,extinction,MN,,23.0
6,CS-,extinction,MN,,15.0
6,CS+,extinction,MN,14.0,
6,CS+,baseline,MO,5.0,
6,CS-,baseline,MO,,23.0
6,CS-,baseline,MN,,13.0
6,CS+,extinction,DO,8.0,
6,CS+,acquisition,MO,15.0,
6,CS-,acquisition,DN,,12.0
6,CS-,baseline,MN,,19.0
6,CS-,baseline,DO,,24.0
6,CS-,acquisition,MO,,18.0
6,CS-,acquisition,MN,,23.0
6,CS-,extinction,DN,,3.0
6,CS-,extinction,MN,,11.0
6,CS+,baseline,MO,8.0,
6,CS+,baseline,DO,24.0,
6,CS+,acquisition,DO,14.0,
6,CS+,acquisition,DO,12.0,
6,CS+,extinction,DO,15.0,
6,CS+,extinction,DO,22.0,
6,CS+,acquisition,DO,21.0,
6,CS-,baseline,MO,,11.0
6,CS+,acquisition,MO,2.0,
6,CS-,baseline,MN,,10.0
6,CS+,baseline,MO,21.0,
6,CS-,extinction,MO,,6.0
6,CS-,extinction,DO,,16.0
6,CS+,baseline,MO,9.0,
6,CS+,extinction,DO,6.0,
6,CS-,acquisition,MO,,9.0
6,CS+,extinction,DO,20.0,
6,CS-,acquisition,MN,,16.0
6,CS-,acquisition,MN,,15.0
6,CS+,baseline,MN,15.0,
6,CS-,extinction,DN,,7.0
6,CS+,acquisition,DO,24.0,
6,CS+,baseline,MO,17.0,
6,CS-,baseline,MN,,22.0
6,CS-,baseline,MN,,17.0
6,CS+,extinction,MO,12.0,
6,CS+,extinction,DO,5.0,
6,CS-,acquisition,MO,,2.0
6,CS+,acquisition,DO,18.0,
6,CS-,extinction,MN,,4.0
6,CS+,acquisition,DO,3.0,
6,CS+,extinction,DO,9.0,
6,CS+,extinction,DO,23.0,
6,CS-,baseline,MN,,1.0
6,CS+,acquisition,DO,23.0,
6,CS-,extinction,MO,,1.0
6,CS-,acquisition,MN,,5.0
6,CS-,extinction,MN,,24.0
6,CS-,acquisition,MN,,11.0
6,CS+,baseline,MN,12.0,
6,CS+,baseline,DO,22.0,
6,CS-,baseline,MO,,3.0
6,CS-,baseline,MN,,8.0
6,CS-,baseline,MN,,2.0
6,CS-,acquisition,MN,,22.0
6,CS-,acquisition,,,24.0
6,CS-,extinction,MN,,21.0
6,CS-,extinction,MO,,13.0
6,CS+,baseline,DO,20.0,
6,CS+,baseline,MO,10.0,
6,CS+,acquisition,DO,8.0,
6,CS+,acquisition,DO,22.0,
6,CS+,extinction,DO,21.0,
6,CS+,extinction,DO,4.0,
7,CS-,acquisition,MO,,1.0
7,CS-,extinction,DO,,24.0
7,CS-,extinction,MO,,11.0
7,CS+,acquisition,DO,7.0,
7,CS+,acquisition,MN,15.0,
7,CS-,acquisition,DN,,10.0
7,CS-,baseline,DO,,4.0
7,CS+,baseline,DO,2.0,
7,CS+,extinction,DO,20.0,
7,CS+,baseline,DO,8.0,
7,CS+,extinction,DO,4.0,
7,CS-,baseline,MO,,22.0
7,CS-,extinction,MN,,22.0
7,CS-,acquisition,DO,,19.0
7,CS-,baseline,MO,,13.0
7,CS+,extinction,MN,5.0,
7,CS+,baseline,MO,21.0,
7,CS+,baseline,MO,24.0,
7,CS-,acquisition,DN,,17.0
7,CS-,baseline,MO,,19.0
7,CS-,extinction,MN,,14.0
7,CS+,extinction,DO,6.0,
7,CS+,acquisition,MO,13.0,
7,CS+,acquisition,DO,5.0,
7,CS+,baseline,MN,22.0,
7,CS+,baseline,DO,23.0,
7,CS+,acquisition,DO,8.0,
7,CS+,extinction,DO,10.0,
7,CS+,acquisition,DN,24.0,
7,CS-,acquisition,DN,,23.0
7,CS-,extinction,MN,,23.0
7,CS-,acquisition,DO,,5.0
7,CS+,extinction,MN,2.0,
7,CS-,baseline,MO,,2.0
7,CS-,extinction,MO,,21.0
7,CS-,baseline,MO,,21.0
7,CS+,acquisition,MO,4.0,
7,CS+,acquisition,MN,11.0,
7,CS+,extinction,DO,19.0,
7,CS+,extinction,DN,11.0,
7,CS+,baseline,DN,19.0,
7,CS+,baseline,DN,7.0,
7,CS-,acquisition,DN,,24.0
7,CS-,acquisition,DN,,20.0
7,CS-,extinction,MN,,10.0
7,CS-,extinction,DO,,17.0
7,CS-,baseline,MN,,5.0
7,CS-,baseline,MN,,10.0
7,CS+,extinction,DN,22.0,
7,CS-,baseline,DO,,3.0
7,CS-,extinction,DN,,12.0
7,CS+,baseline,MO,17.0,
7,CS+,baseline,DO,18.0,
7,CS+,extinction,MO,7.0,
7,CS-,acquisition,MO,,13.0
7,CS-,baseline,MN,,23.0
7,CS-,acquisition,MO,,8.0
7,CS+,acquisition,DO,16.0,
7,CS-,extinction,MN,,2.0
7,CS+,acquisition,DN,2.0,
7,CS-,acquisition,DO,,9.0
7,CS+,extinction,MO,3.0,
7,CS-,extinction,MN,,9.0
7,CS-,extinction,MN,,16.0
7,CS-,baseline,MN,,12.0
7,CS-,acquisition,MO,,2.0
7,CS+,acquisition,MO,18.0,
7,CS+,extinction,MN,9.0,
7,CS-,baseline,MN,,7.0
7,CS+,baseline,DO,20.0,
7,CS+,acquisition,DN,12.0,
7,CS+,baseline,DN,6.0,
7,CS+,baseline,DN,16.0,
7,CS-,extinction,DN,,4.0
7,CS-,baseline,MN,,14.0
7,CS+,acquisition,MN,20.0,
7,CS-,extinction,MN,,3.0
7,CS-,acquisition,MN,,21.0
7,CS-,baseline,MN,,18.0
7,CS+,baseline,MN,13.0,
7,CS+,extinction,DN,16.0,
7,CS+,extinction,DO,21.0,
7,CS+,acquisition,DN,6.0,
7,CS-,acquisition,DN,,14.0
7,CS+,acquisition,DO,1.0,
7,CS+,acquisition,MO,22.0,
7,CS+,extinction,MN,15.0,
7,CS+,extinction,MN,8.0,
7,CS+,baseline,MN,12.0,
7,CS+,baseline,MO,5.0,
7,CS-,acquisition,DN,,7.0
7,CS-,acquisition,MN,,22.0
7,CS-,extinction,DN,,18.0
7,CS-,extinction,MO,,8.0
7,CS-,baseline,MO,,9.0
7,CS-,baseline,MN,,6.0
7,CS+,baseline,DO,15.0,
7,CS+,acquisition,DO,10.0,
7,CS+,extinction,DO,17.0,
7,CS-,baseline,DN,,20.0
7,CS-,extinction,DN,,6.0
7,CS-,baseline,MO,,1.0
7,CS+,extinction,MO,1.0,
7,CS+,acquisition,DO,23.0,
7,CS-,acquisition,DO,,16.0
7,CS+,baseline,MN,4.0,
7,CS-,acquisition,DO,,15.0
7,CS-,extinction,DN,,19.0
7,CS+,baseline,DO,3.0,
7,CS+,acquisition,DO,17.0,
7,CS+,acquisition,DO,9.0,
7,CS+,extinction,DN,23.0,
7,CS+,baseline,DN,14.0,
7,CS-,baseline,MO,,15.0
7,CS-,extinction,MO,,5.0
7,CS-,extinction,MO,,1.0
7,CS-,acquisition,DO,,12.0
7,CS-,acquisition,DO,,18.0
7,CS+,extinction,DO,14.0,
7,CS-,baseline,DO,,24.0
7,CS-,extinction,MN,,7.0
7,CS+,acquisition,DN,21.0,
7,CS-,acquisition,DO,,3.0
7,CS-,extinction,MO,,20.0
7,CS+,baseline,MO,9.0,
7,CS+,extinction,MN,24.0,
7,CS-,acquisition,MN,,6.0
7,CS-,baseline,DN,,8.0
7,CS+,acquisition,DN,19.0,
7,CS+,extinction,MO,18.0,
7,CS-,baseline,MN,,11.0
7,CS+,baseline,DN,11.0,
7,CS+,acquisition,MN,14.0,
7,CS+,acquisition,DO,3.0,
7,CS+,extinction,MN,13.0,
7,CS+,extinction,MO,12.0,
7,CS+,baseline,MO,10.0,
7,CS+,baseline,MO,1.0,
7,CS-,acquisition,DO,,4.0
7,CS-,acquisition,DO,,11.0
7,CS-,extinction,MN,,13.0
7,CS-,extinction,DO,,15.0
7,CS-,baseline,MN,,16.0
7,CS-,baseline,DO,,17.0
8,CS+,acquisition,DO,12.0,
8,CS+,extinction,DO,14.0,
8,CS+,baseline,DO,4.0,
8,CS-,baseline,MO,,19.0
8,CS-,extinction,DO,,9.0
8,CS-,extinction,DO,,3.0
8,CS-,baseline,DO,,23.0
8,CS-,acquisition,DO,,22.0
8,CS+,baseline,DO,7.0,
8,CS+,extinction,DO,23.0,
8,CS+,acquisition,DO,13.0,
8,CS-,acquisition,DO,,10.0
8,CS+,acquisition,DO,22.0,
8,CS+,extinction,MO,20.0,
8,CS-,baseline,DO,,12.0
8,CS+,baseline,DO,12.0,
8,CS-,acquisition,MO,,20.0
8,CS+,baseline,DO,15.0,
8,CS-,extinction,DO,,8.0
8,CS-,baseline,DO,,22.0
8,CS+,acquisition,DO,2.0,
8,CS-,acquisition,MO,,18.0
8,CS+,extinction,DO,1.0,
8,CS-,extinction,MO,,17.0
8,CS+,baseline,DO,3.0,
8,CS+,acquisition,DO,16.0,
8,CS-,acquisition,MO,,2.0
8,CS+,baseline,MO,10.0,
8,CS+,acquisition,MO,6.0,
8,CS-,baseline,DO,,6.0
8,CS-,acquisition,DO,,7.0
8,CS+,extinction,DO,22.0,
8,CS-,extinction,DO,,12.0
8,CS+,extinction,DO,6.0,
8,CS-,extinction,DO,,23.0
8,CS-,baseline,DO,,14.0
8,CS+,acquisition,DO,17.0,
8,CS+,acquisition,DO,5.0,
8,CS+,extinction,MO,2.0,
8,CS+,extinction,MO,24.0,
8,CS+,baseline,DO,20.0,
8,CS+,baseline,DO,18.0,
8,CS-,acquisition,MO,,1.0
8,CS-,acquisition,DO,,6.0
8,CS-,extinction,MO,,24.0
8,CS-,extinction,MO,,21.0
8,CS-,baseline,DO,,20.0
8,CS-,baseline,DO,,1.0
8,CS+,baseline,DO,11.0,
8,CS+,acquisition,DO,4.0,
8,CS-,extinction,DO,,16.0
8,CS+,acquisition,DO,20.0,
8,CS-,acquisition,MO,,11.0
8,CS+,baseline,DO,9.0,
8,CS+,extinction,DO,19.0,
8,CS-,baseline,DO,,7.0
8,CS-,acquisition,DO,,24.0
8,CS-,extinction,MO,,15.0
8,CS+,extinction,DO,15.0,
8,CS-,baseline,MO,,3.0
8,CS+,extinction,MO,17.0,
8,CS+,acquisition,DO,21.0,
8,CS-,extinction,DO,,14.0
8,CS+,extinction,DO,5.0,
8,CS-,baseline,MO,,17.0
8,CS-,acquisition,MO,,5.0
8,CS-,extinction,MN,,20.0
8,CS+,baseline,DO,14.0,
8,CS-,baseline,MO,,5.0
8,CS+,baseline,MO,5.0,
8,CS+,acquisition,MO,14.0,
8,CS-,acquisition,MO,,12.0
8,CS+,extinction,MO,8.0,
8,CS-,baseline,MO,,13.0
8,CS-,extinction,MN,,4.0
8,CS+,extinction,MO,12.0,
8,CS+,baseline,MO,8.0,
8,CS-,acquisition,DO,,9.0
8,CS-,baseline,DO,,9.0
8,CS-,extinction,MO,,19.0
8,CS+,acquisition,DO,9.0,
8,CS-,acquisition,MO,,13.0
8,CS+,baseline,MO,2.0,
8,CS+,acquisition,MO,23.0,
8,CS+,acquisition,DO,3.0,
8,CS+,acquisition,DO,11.0,
8,CS+,extinction,DO,10.0,
8,CS+,extinction,DO,16.0,
8,CS+,baseline,DO,13.0,
8,CS+,baseline,DO,17.0,
8,CS-,acquisition,DO,,23.0
8,CS-,acquisition,MO,,15.0
8,CS-,extinction,MN,,13.0
8,CS-,extinction,MO,,1.0
8,CS-,baseline,MO,,4.0
8,CS-,baseline,DO,,11.0
8,CS+,extinction,DO,13.0,
8,CS-,acquisition,DO,,17.0
8,CS+,acquisition,DO,10.0,
8,CS+,extinction,DO,9.0,
8,CS-,extinction,DO,,11.0
8,CS-,extinction,MN,,2.0
8,CS+,baseline,MO,19.0,
8,CS-,baseline,DO,,15.0
8,CS+,acquisition,DO,24.0,
8,CS-,baseline,DO,,10.0
8,CS+,baseline,DO,21.0,
8,CS-,acquisition,DO,,21.0
8,CS+,extinction,DO,7.0,
8,CS+,baseline,MO,1.0,
8,CS+,acquisition,DO,7.0,
8,CS-,extinction,MO,,5.0
8,CS-,baseline,MO,,16.0
8,CS-,acquisition,DO,,4.0
8,CS+,extinction,DO,4.0,
8,CS-,acquisition,MO,,3.0
8,CS+,baseline,DO,22.0,
8,CS-,baseline,DO,,24.0
8,CS+,acquisition,DO,18.0,
8,CS-,extinction,MO,,6.0
8,CS-,extinction,DO,,22.0
8,CS-,acquisition,MO,,16.0
8,CS-,extinction,MO,,10.0
8,CS+,extinction,DO,18.0,
8,CS+,extinction,DO,21.0,
8,CS-,baseline,MO,,8.0
8,CS-,baseline,MN,,18.0
8,CS+,baseline,MO,23.0,
8,CS-,acquisition,DO,,8.0
8,CS+,acquisition,DO,19.0,
8,CS+,baseline,MO,24.0,
8,CS+,acquisition,DO,15.0,
8,CS+,acquisition,DO,8.0,
8,CS+,acquisition,DO,1.0,
8,CS+,extinction,DO,11.0,
8,CS+,extinction,MO,3.0,
8,CS+,baseline,DO,6.0,
8,CS+,baseline,MO,16.0,
8,CS-,acquisition,DO,,19.0
8,CS-,acquisition,DO,,14.0
8,CS-,extinction,MO,,7.0
8,CS-,extinction,DO,,18.0
8,CS-,baseline,MO,,2.0
8,CS-,baseline,MO,,21.0
9,CS-,extinction,MO,,8.0
9,CS+,acquisition,DO,20.0,
9,CS-,baseline,DO,,24.0
9,CS-,extinction,DO,,6.0
9,CS+,acquisition,DO,3.0,
9,CS-,acquisition,DO,,1.0
9,CS+,extinction,MN,9.0,
9,CS-,baseline,DO,,6.0
9,CS-,acquisition,MN,,14.0
9,CS+,baseline,DO,2.0,
9,CS+,extinction,DO,5.0,
9,CS+,baseline,MN,21.0,
9,CS+,extinction,MO,20.0,
9,CS-,acquisition,MO,,19.0
9,CS+,baseline,MN,19.0,
9,CS+,acquisition,DO,9.0,
9,CS-,extinction,MO,,2.0
9,CS+,extinction,MN,6.0,
9,CS-,baseline,DO,,14.0
9,CS+,acquisition,MO,15.0,
9,CS-,acquisition,DO,,11.0
9,CS-,baseline,DO,,15.0
9,CS-,extinction,DO,,24.0
9,CS+,baseline,DO,5.0,
9,CS+,acquisition,DO,6.0,
9,CS-,baseline,DO,,13.0
9,CS-,extinction,DO,,19.0
9,CS-,acquisition,DO,,23.0
9,CS+,baseline,MN,18.0,
9,CS-,extinction,DO,,9.0
9,CS+,extinction,DO,19.0,
9,CS-,baseline,DO,,3.0
9,CS+,acquisition,DO,2.0,
9,CS+,baseline,MN,22.0,
9,CS-,acquisition,DO,,17.0
9,CS+,extinction,DN,18.0,
9,CS-,acquisition,DO,,10.0
9,CS-,acquisition,DO,,22.0
9,CS-,extinction,MO,,21.0
9,CS-,extinction,DN,,16.0
9,CS-,baseline,MO,,20.0
9,CS-,baseline,MN,,12.0
9,CS+,acquisition,MO,12.0,
9,CS+,acquisition,DO,13.0,
9,CS+,extinction,MO,17.0,
9,CS+,extinction,DO,21.0,
9,CS+,baseline,DO,8.0,
9,CS+,baseline,MO,4.0,
9,CS-,extinction,DN,,12.0
9,CS+,acquisition,DO,16.0,
9,CS+,baseline,DO,3.0,
9,CS-,extinction,MN,,1.0
9,CS+,baseline,DN,13.0,
9,CS-,baseline,MN,,8.0
9,CS-,acquisition,DO,,8.0
9,CS+,extinction,DO,15.0,
9,CS+,extinction,DO,2.0,
9,CS-,baseline,DO,,7.0
9,CS-,acquisition,DO,,24.0
9,CS+,acquisition,DO,8.0,
9,CS-,acquisition,MO,,20.0
9,CS-,baseline,DO,,5.0
9,CS+,extinction,MO,3.0,
9,CS+,acquisition,DO,21.0,
9,CS+,baseline,MN,15.0,
9,CS+,baseline,MN,9.0,
9,CS+,extinction,MN,22.0,
9,CS-,baseline,MO,,9.0
9,CS-,acquisition,DO,,6.0
9,CS-,extinction,DO,,10.0
9,CS+,acquisition,DO,10.0,
9,CS-,extinction,MO,,13.0
9,CS-,acquisition,MO,,3.0
9,CS-,baseline,MN,,10.0
9,CS+,acquisition,MO,24.0,
9,CS-,extinction,MN,,22.0
9,CS+,baseline,MN,6.0,
9,CS+,acquisition,DO,14.0,
9,CS+,baseline,MO,16.0,
9,CS+,extinction,MN,23.0,
9,CS-,extinction,MO,,15.0
9,CS-,acquisition,MO,,9.0
9,CS+,extinction,MO,7.0,
9,CS-,baseline,MO,,4.0
9,CS-,acquisition,DO,,7.0
9,CS-,acquisition,MO,,5.0
9,CS-,extinction,MO,,3.0
9,CS-,extinction,DO,,17.0
9,CS-,baseline,MN,,23.0
9,CS-,baseline,MO,,1.0
9,CS+,acquisition,DO,19.0,
9,CS+,acquisition,MN,22.0,
9,CS+,extinction,MN,11.0,
9,CS+,extinction,MO,16.0,
9,CS+,baseline,DO,17.0,
9,CS+,baseline,MO,24.0,
9,CS-,baseline,DO,,2.0
9,CS+,baseline,MO,23.0,
9,CS+,extinction,MO,10.0,
9,CS-,extinction,DN,,23.0
9,CS-,acquisition,DO,,4.0
9,CS+,extinction,MN,1.0,
9,CS+,acquisition,MN,17.0,
9,CS+,acquisition,MO,7.0,
9,CS-,baseline,MO,,21.0
9,CS+,baseline,DO,10.0,
9,CS-,acquisition,DO,,16.0
9,CS-,extinction,DO,,5.0
9,CS-,extinction,DN,,11.0
9,CS+,acquisition,DO,23.0,
9,CS-,baseline,DO,,22.0
9,CS+,extinction,DN,24.0,
9,CS+,baseline,MN,14.0,
9,CS-,baseline,DN,,19.0
9,CS-,acquisition,DO,,2.0
9,CS+,acquisition,DO,1.0,
9,CS+,baseline,MN,7.0,
9,CS+,extinction,MN,14.0,
9,CS-,extinction,DO,,18.0
9,CS-,acquisition,DO,,18.0
9,CS-,extinction,DO,,4.0
9,CS-,acquisition,MN,,15.0
9,CS+,baseline,MO,12.0,
9,CS+,extinction,MO,4.0,
9,CS+,acquisition,DO,11.0,
9,CS-,acquisition,DO,,13.0
9,CS-,extinction,DO,,7.0
9,CS+,acquisition,MN,18.0,
9,CS-,baseline,DO,,18.0
9,CS+,baseline,DN,11.0,
9,CS-,baseline,MN,,17.0
9,CS+,extinction,MN,13.0,
9,CS-,acquisition,DO,,21.0
9,CS-,acquisition,DO,,12.0
9,CS-,extinction,MN,,20.0
9,CS-,extinction,DO,,14.0
9,CS-,baseline,DO,,11.0
9,CS-,baseline,MN,,16.0
9,CS+,acquisition,DO,4.0,
9,CS+,acquisition,DO,5.0,
9,CS+,extinction,MN,12.0,
9,CS+,extinction,MO,8.0,
9,CS+,baseline,MN,20.0,
9,CS+,baseline,DN,1.0,
10,CS+,extinction,DO,7.0,
10,CS-,baseline,DO,,12.0
10,CS-,extinction,DO,,9.0
10,CS+,acquisition,DO,3.0,
10,CS+,extinction,DN,2.0,
10,CS+,baseline,DO,5.0,
10,CS-,acquisition,DO,,16.0
10,CS-,acquisition,MO,,12.0
10,CS-,baseline,DO,,1.0
10,CS-,extinction,DO,,16.0
10,CS+,baseline,DO,24.0,
10,CS+,acquisition,DO,12.0,
10,CS-,baseline,DO,,14.0
10,CS+,baseline,DO,7.0,
10,CS+,acquisition,DO,8.0,
10,CS+,extinction,MO,11.0,
10,CS-,baseline,MO,,23.0
10,CS-,acquisition,DO,,18.0
10,CS-,extinction,MO,,2.0
10,CS+,baseline,MN,1.0,
10,CS+,extinction,DO,3.0,
10,CS-,acquisition,DO,,19.0
10,CS+,acquisition,DO,14.0,
10,CS-,extinction,DO,,15.0
10,CS+,baseline,DO,9.0,
10,CS+,acquisition,DO,22.0,
10,CS+,extinction,DO,15.0,
10,CS+,acquisition,DO,13.0,
10,CS-,acquisition,DO,,1.0
10,CS-,acquisition,MO,,6.0
10,CS-,baseline,DO,,4.0
10,CS-,extinction,MN,,4.0
10,CS-,baseline,DO,,20.0
10,CS+,baseline,,21.0,
10,CS+,extinction,DO,23.0,
10,CS-,extinction,DO,,23.0
10,CS-,acquisition,MO,,23.0
10,CS-,acquisition,MO,,7.0
10,CS-,extinction,DO,,6.0
10,CS-,extinction,MN,,18.0
10,CS-,baseline,DO,,5.0
10,CS-,baseline,MN,,19.0
10,CS+,acquisition,DO,7.0,
10,CS+,acquisition,DO,23.0,
10,CS+,extinction,DO,12.0,
10,CS+,extinction,DO,18.0,
10,CS+,baseline,DO,15.0,
10,CS+,baseline,MO,2.0,
10,CS-,acquisition,MN,,22.0
10,CS-,extinction,MO,,14.0
10,CS-,baseline,DO,,6.0
10,CS+,baseline,DO,18.0,
10,CS+,acquisition,MO,15.0,
10,CS-,acquisition,DO,,5.0
10,CS-,baseline,MO,,24.0
10,CS+,extinction,DO,22.0,
10,CS+,acquisition,DO,5.0,
10,CS+,baseline,DO,8.0,
10,CS+,extinction,DO,16.0,
10,CS-,extinction,DO,,19.0
10,CS+,baseline,MN,14.0,
10,CS-,baseline,DO,,9.0
10,CS+,baseline,DO,10.0,
10,CS-,extinction,DO,,5.0
10,CS+,acquisition,DO,19.0,
10,CS-,acquisition,MO,,8.0
10,CS-,extinction,DN,,3.0
10,CS+,extinction,DO,21.0,
10,CS+,extinction,DO,9.0,
10,CS-,baseline,DO,,22.0
10,CS+,acquisition,DO,4.0,
10,CS-,acquisition,MO,,9.0
10,CS-,baseline,MN,,7.0
10,CS+,baseline,MN,4.0,
10,CS+,acquisition,DO,16.0,
10,CS-,extinction,MN,,1.0
10,CS+,baseline,DO,23.0,
10,CS+,extinction,DO,14.0,
10,CS+,extinction,DO,17.0,
10,CS-,baseline,DN,,2.0
10,CS-,extinction,DO,,7.0
10,CS-,acquisition,MN,,11.0
10,CS+,acquisition,DO,2.0,
10,CS-,acquisition,MO,,3.0
10,CS-,acquisition,,,13.0
10,CS-,acquisition,MO,,24.0
10,CS-,extinction,DO,,13.0
10,CS-,extinction,MO,,24.0
10,CS-,baseline,MO,,15.0
10,CS-,baseline,DO,,11.0
10,CS+,acquisition,DO,21.0,
10,CS+,acquisition,DO,11.0,
10,CS+,extinction,DO,13.0,
10,CS+,extinction,DO,6.0,
10,CS+,baseline,DO,22.0,
10,CS+,baseline,DO,6.0,
10,CS-,acquisition,DO,,15.0
10,CS+,baseline,DO,11.0,
10,CS-,baseline,DO,,17.0
10,CS+,extinction,DN,19.0,
10,CS+,extinction,DO,4.0,
10,CS+,baseline,MO,3.0,
10,CS-,extinction,DO,,22.0
10,CS-,acquisition,MN,,17.0
10,CS-,baseline,MO,,13.0
10,CS+,acquisition,DO,1.0,
10,CS-,extinction,DN,,12.0
10,CS+,acquisition,DO,20.0,
10,CS+,baseline,DO,20.0,
10,CS-,extinction,MN,,17.0
10,CS-,acquisition,MO,,14.0
10,CS+,baseline,DO,19.0,
10,CS+,extinction,DO,10.0,
10,CS-,extinction,DO,,20.0
10,CS-,baseline,DO,,16.0
10,CS+,acquisition,DO,6.0,
10,CS+,acquisition,DO,18.0,
10,CS-,baseline,DO,,21.0
10,CS+,extinction,MO,1.0,
10,CS-,acquisition,DO,,20.0
10,CS+,baseline,DO,17.0,
10,CS+,extinction,DO,5.0,
10,CS+,extinction,DO,8.0,
10,CS-,baseline,DO,,8.0
10,CS+,acquisition,DO,10.0,
10,CS-,acquisition,MO,,21.0
10,CS-,baseline,MO,,3.0
10,CS-,extinction,MN,,11.0
10,CS-,acquisition,MN,,4.0
10,CS+,baseline,MO,16.0,
10,CS+,acquisition,DO,24.0,
10,CS-,extinction,DO,,21.0
10,CS-,acquisition,DO,,10.0
10,CS-,acquisition,DO,,2.0
10,CS-,extinction,MN,,10.0
10,CS-,extinction,DO,,8.0
10,CS-,baseline,MO,,18.0
10,CS-,baseline,DO,,10.0
10,CS+,acquisition,DO,17.0,
10,CS+,acquisition,DO,9.0,
10,CS+,extinction,DO,24.0,
10,CS+,extinction,DO,20.0,
10,CS+,baseline,MO,12.0,
10,CS+,baseline,MO,13.0,
12,CS+,baseline,DO,12.0,
12,CS+,extinction,MO,17.0,
12,CS-,extinction,MN,,23.0
12,CS+,baseline,DO,7.0,
12,CS-,extinction,MN,,20.0
12,CS-,baseline,DO,,11.0
12,CS+,acquisition,DO,16.0,
12,CS-,acquisition,MN,,20.0
12,CS-,baseline,MO,,15.0
12,CS-,acquisition,MN,,9.0
12,CS+,extinction,DO,16.0,
12,CS+,acquisition,MO,5.0,
12,CS+,baseline,DO,5.0,
12,CS-,extinction,MO,,1.0
12,CS+,acquisition,DO,1.0,
12,CS+,acquisition,DO,2.0,
12,CS-,extinction,MO,,12.0
12,CS-,baseline,DO,,12.0
12,CS-,acquisition,MO,,2.0
12,CS+,extinction,DO,5.0,
12,CS+,extinction,MO,9.0,
12,CS-,baseline,MN,,8.0
12,CS+,baseline,MO,20.0,
12,CS-,acquisition,MN,,18.0
12,CS-,baseline,MN,,9.0
12,CS+,acquisition,DO,17.0,
12,CS+,baseline,DO,22.0,
12,CS+,extinction,MO,13.0,
12,CS-,acquisition,MN,,13.0
12,CS+,acquisition,MO,22.0,
12,CS-,extinction,DO,,15.0
12,CS-,extinction,DN,,4.0
12,CS-,acquisition,MN,,6.0
12,CS+,extinction,MN,6.0,
12,CS-,baseline,DO,,16.0
12,CS+,baseline,DO,17.0,
12,CS+,acquisition,DO,20.0,
12,CS+,acquisition,MO,6.0,
12,CS+,extinction,MO,2.0,
12,CS+,extinction,MN,19.0,
12,CS+,baseline,DO,15.0,
12,CS+,baseline,MN,24.0,
12,CS-,acquisition,DO,,4.0
12,CS-,acquisition,DO,,1.0
12,CS-,extinction,MO,,14.0
12,CS-,extinction,DO,,3.0
12,CS-,baseline,MO,,18.0
12,CS-,baseline,MO,,21.0
12,CS-,extinction,MO,,9.0
12,CS-,acquisition,MN,,5.0
12,CS-,baseline,DO,,2.0
12,CS+,baseline,MO,4.0,
12,CS-,extinction,MN,,13.0
12,CS+,baseline,DO,6.0,
12,CS+,extinction,MN,12.0,
12,CS+,extinction,MO,10.0,
12,CS+,acquisition,DO,21.0,
12,CS-,acquisition,DN,,23.0
12,CS-,baseline,DO,,1.0
12,CS+,acquisition,MN,18.0,
12,CS-,extinction,MO,,7.0
12,CS+,baseline,MO,19.0,
12,CS-,acquisition,MN,,21.0
12,CS-,baseline,MO,,6.0
12,CS-,extinction,MN,,10.0
12,CS+,acquisition,MN,12.0,
12,CS-,baseline,MN,,14.0
12,CS+,acquisition,MO,13.0,
12,CS-,acquisition,MN,,16.0
12,CS+,extinction,MN,20.0,
12,CS+,extinction,MO,3.0,
12,CS+,baseline,DO,14.0,
12,CS-,extinction,MN,,5.0
12,CS-,baseline,DO,,4.0
12,CS+,acquisition,DO,7.0,
12,CS+,extinction,MO,8.0,
12,CS-,acquisition,MO,,14.0
12,CS-,acquisition,DO,,15.0
12,CS+,baseline,MO,18.0,
12,CS-,baseline,DO,,13.0
12,CS+,extinction,MO,21.0,
12,CS+,acquisition,DO,8.0,
12,CS-,extinction,MO,,11.0
12,CS+,baseline,MO,21.0,
12,CS+,acquisition,DO,3.0,
