subject,trial_type,encode_phase,response,CSp_trial,CSm_trial
101,CS-,extinction,DO,,3.0
101,CS+,acquisition,DO,13.0,
101,CS+,extinction,DO,10.0,
101,CS-,baseline,MO,,14.0
101,CS+,acquisition,MO,12.0,
101,CS-,acquisition,MN,,8.0
101,CS+,acquisition,MO,15.0,
101,CS-,baseline,MO,,4.0
101,CS-,extinction,MO,,12.0
101,CS+,baseline,MN,4.0,
101,CS+,baseline,DN,2.0,
101,CS-,extinction,MN,,20.0
101,CS-,acquisition,MN,,15.0
101,CS+,extinction,DN,9.0,
101,CS+,baseline,DN,5.0,
101,CS-,baseline,MN,,17.0
101,CS+,acquisition,DN,16.0,
101,CS+,extinction,MN,21.0,
101,CS-,acquisition,MN,,11.0
101,CS+,acquisition,DO,14.0,
101,CS-,baseline,MN,,18.0
101,CS-,acquisition,MN,,10.0
101,CS-,extinction,MN,,1.0
101,CS+,baseline,MO,10.0,
101,CS+,extinction,MN,17.0,
101,CS-,extinction,MO,,7.0
101,CS+,baseline,MO,1.0,
101,CS+,baseline,DO,9.0,
101,CS+,acquisition,DN,20.0,
101,CS+,acquisition,MN,24.0,
101,CS+,extinction,MN,7.0,
101,CS+,extinction,DN,22.0,
101,CS-,baseline,MN,,15.0
101,CS-,baseline,MN,,13.0
101,CS-,acquisition,MN,,6.0
101,CS-,acquisition,MN,,16.0
101,CS-,extinction,DO,,16.0
101,CS-,extinction,MO,,22.0
102,CS-,acquisition,DO,,5.0
102,CS+,extinction,DO,4.0,
102,CS+,baseline,DO,10.0,
102,CS+,baseline,DO,16.0,
102,CS+,acquisition,MN,24.0,
102,CS-,baseline,DO,,5.0
102,CS+,extinction,DN,11.0,
102,CS-,extinction,DO,,20.0
102,CS-,baseline,DO,,14.0
102,CS-,acquisition,DO,,1.0
102,CS-,extinction,MN,,4.0
102,CS+,acquisition,DO,3.0,
102,CS-,extinction,DN,,12.0
102,CS-,extinction,MN,,19.0
102,CS-,baseline,DN,,10.0
102,CS+,extinction,DN,14.0,
102,CS+,extinction,DN,15.0,
102,CS+,baseline,DN,6.0,
102,CS+,acquisition,DO,13.0,
102,CS+,acquisition,MN,9.0,
102,CS-,acquisition,DO,,19.0
102,CS-,baseline,DO,,4.0
102,CS-,acquisition,DN,,15.0
102,CS+,baseline,DN,1.0,
102,CS-,extinction,MO,,2.0
102,CS-,baseline,DO,,7.0
102,CS+,acquisition,DO,5.0,
102,CS-,extinction,MN,,8.0
102,CS-,acquisition,DO,,22.0
102,CS-,acquisition,DO,,11.0
102,CS+,baseline,DO,18.0,
102,CS-,baseline,DN,,18.0
102,CS+,acquisition,DN,12.0,
102,CS+,extinction,DN,2.0,
102,CS+,baseline,DO,3.0,
102,CS+,extinction,MO,17.0,
102,CS+,baseline,DO,15.0,
102,CS+,baseline,MN,4.0,
102,CS+,acquisition,DN,14.0,
102,CS+,acquisition,DO,21.0,
102,CS+,extinction,DO,5.0,
102,CS+,extinction,DO,3.0,
102,CS-,baseline,DO,,19.0
102,CS-,baseline,DO,,17.0
102,CS-,acquisition,DO,,2.0
102,CS-,acquisition,DO,,12.0
102,CS-,extinction,DO,,13.0
102,CS-,extinction,MO,,17.0
102,CS-,acquisition,DN,,23.0
102,CS-,acquisition,MO,,13.0
102,CS+,extinction,MO,22.0,
102,CS+,extinction,MO,7.0,
102,CS-,baseline,MN,,8.0
102,CS+,acquisition,DO,1.0,
102,CS+,acquisition,DO,22.0,
102,CS+,baseline,DO,21.0,
102,CS-,extinction,DO,,14.0
102,CS+,baseline,DO,8.0,
102,CS-,baseline,DO,,22.0
102,CS-,extinction,DO,,11.0
102,CS-,extinction,DO,,7.0
102,CS-,baseline,MN,,1.0
102,CS+,acquisition,MO,18.0,
102,CS+,baseline,MO,7.0,
102,CS+,acquisition,MO,7.0,
102,CS+,extinction,MO,16.0,
102,CS-,acquisition,MO,,10.0
102,CS-,extinction,MN,,22.0
102,CS+,extinction,DO,23.0,
102,CS-,baseline,DO,,9.0
102,CS+,baseline,MO,13.0,
102,CS-,acquisition,DN,,20.0
102,CS-,baseline,MN,,11.0
102,CS+,baseline,DO,12.0,
102,CS+,acquisition,DO,17.0,
102,CS+,baseline,DO,9.0,
102,CS-,acquisition,DO,,9.0
102,CS-,acquisition,DN,,17.0
102,CS-,extinction,DO,,6.0
102,CS+,extinction,DO,1.0,
102,CS+,extinction,MO,20.0,
102,CS+,acquisition,MO,23.0,
102,CS-,baseline,DO,,3.0
102,CS-,extinction,DO,,16.0
102,CS+,baseline,DO,5.0,
102,CS+,baseline,DO,2.0,
102,CS+,acquisition,DO,10.0,
102,CS+,acquisition,DO,8.0,
102,CS+,extinction,DO,13.0,
102,CS+,extinction,,10.0,
102,CS-,baseline,DN,,20.0
102,CS-,baseline,MN,,12.0
102,CS-,acquisition,DO,,14.0
102,CS-,acquisition,DO,,7.0
102,CS-,extinction,DO,,18.0
102,CS-,extinction,DO,,23.0
102,CS+,acquisition,DO,6.0,
102,CS+,extinction,DO,6.0,
102,CS+,acquisition,DO,2.0,
102,CS-,acquisition,DO,,6.0
102,CS+,baseline,DN,23.0,
102,CS-,baseline,DO,,21.0
102,CS+,baseline,DN,17.0,
102,CS-,extinction,DN,,3.0
102,CS-,extinction,DO,,9.0
102,CS+,extinction,DO,19.0,
102,CS-,baseline,DO,,2.0
102,CS-,acquisition,DO,,4.0
102,CS+,acquisition,DO,15.0,
102,CS-,baseline,DO,,13.0
102,CS-,extinction,DO,,5.0
102,CS+,baseline,DO,22.0,
102,CS-,acquisition,DO,,8.0
102,CS+,extinction,DN,18.0,
102,CS+,acquisition,DO,4.0,
102,CS-,baseline,DN,,15.0
102,CS-,acquisition,DO,,3.0
102,CS-,extinction,DO,,10.0
102,CS+,extinction,MO,8.0,
102,CS+,baseline,DO,19.0,
102,CS-,extinction,MO,,15.0
102,CS+,baseline,MO,14.0,
102,CS+,acquisition,MO,19.0,
102,CS+,extinction,MO,12.0,
102,CS-,baseline,MO,,16.0
102,CS-,baseline,MO,,23.0
102,CS+,baseline,MO,24.0,
102,CS-,extinction,MO,,1.0
102,CS-,acquisition,MO,,21.0
102,CS-,acquisition,MO,,24.0
102,CS+,acquisition,DO,16.0,
102,CS+,extinction,MO,9.0,
102,CS+,baseline,MO,11.0,
102,CS+,baseline,DO,20.0,
102,CS+,acquisition,DO,20.0,
102,CS+,acquisition,MO,11.0,
102,CS+,extinction,DO,24.0,
102,CS+,extinction,DO,21.0,
102,CS-,baseline,DO,,24.0
102,CS-,baseline,MO,,6.0
102,CS-,acquisition,DO,,18.0
102,CS-,acquisition,MO,,16.0
102,CS-,extinction,DN,,24.0
102,CS-,extinction,DN,,21.0
103,CS+,baseline,DO,18.0,
103,CS+,baseline,DO,13.0,
103,CS-,extinction,MO,,12.0
103,CS+,extinction,MO,16.0,
103,CS-,acquisition,DO,,23.0
103,CS-,extinction,DO,,7.0
103,CS-,extinction,DO,,23.0
103,CS+,extinction,DN,9.0,
103,CS-,baseline,DO,,5.0
103,CS-,acquisition,MN,,18.0
103,CS+,acquisition,DO,8.0,
103,CS+,acquisition,DO,10.0,
103,CS+,baseline,DO,20.0,
103,CS-,acquisition,DO,,21.0
103,CS+,extinction,DN,20.0,
103,CS-,acquisition,DO,,5.0
103,CS+,extinction,MO,6.0,
103,CS-,extinction,DO,,15.0
103,CS-,baseline,DO,,2.0
103,CS-,baseline,DO,,6.0
103,CS+,acquisition,DO,23.0,
103,CS-,baseline,DO,,1.0
103,CS+,baseline,DO,24.0,
103,CS+,acquisition,DO,2.0,
103,CS+,extinction,DN,10.0,
103,CS+,acquisition,MO,19.0,
103,CS+,acquisition,DN,3.0,
103,CS-,acquisition,DO,,8.0
103,CS+,extinction,MN,24.0,
103,CS-,extinction,DO,,1.0
103,CS-,baseline,DO,,3.0
103,CS+,baseline,MO,12.0,
103,CS+,baseline,DN,7.0,
103,CS-,acquisition,DO,,10.0
103,CS-,extinction,DO,,5.0
103,CS-,baseline,DO,,9.0
103,CS-,baseline,MO,,17.0
103,CS+,baseline,DO,21.0,
103,CS-,extinction,MO,,22.0
103,CS+,extinction,DO,13.0,
103,CS-,baseline,DO,,20.0
103,CS+,acquisition,DO,18.0,
103,CS+,extinction,MO,14.0,
103,CS+,baseline,MN,6.0,
103,CS-,acquisition,MN,,17.0
103,CS-,acquisition,MO,,19.0
103,CS-,extinction,DO,,21.0
103,CS+,acquisition,DN,5.0,
103,CS-,acquisition,DO,,6.0
103,CS-,baseline,MO,,12.0
103,CS+,baseline,DO,15.0,
103,CS+,acquisition,DO,14.0,
103,CS+,extinction,DN,17.0,
103,CS+,extinction,DO,11.0,
103,CS+,baseline,MN,11.0,
103,CS+,acquisition,DO,7.0,
103,CS-,baseline,MO,,24.0
103,CS-,extinction,MO,,14.0
103,CS-,extinction,DO,,16.0
103,CS-,acquisition,DO,,24.0
103,CS-,acquisition,DO,,4.0
103,CS+,extinction,MO,22.0,
103,CS+,baseline,DO,5.0,
103,CS-,extinction,DO,,2.0
103,CS-,baseline,DO,,15.0
103,CS+,baseline,DO,1.0,
103,CS-,baseline,DO,,14.0
103,CS+,acquisition,DO,9.0,
103,CS+,acquisition,DO,13.0,
103,CS-,acquisition,DO,,15.0
103,CS+,extinction,DO,3.0,
103,CS-,extinction,DO,,10.0
103,CS+,acquisition,DO,15.0,
103,CS+,extinction,DN,5.0,
103,CS-,extinction,DN,,13.0
103,CS-,acquisition,DN,,12.0
103,CS+,baseline,DO,16.0,
103,CS-,acquisition,DO,,1.0
103,CS-,extinction,DO,,24.0
103,CS+,baseline,DO,22.0,
103,CS-,baseline,DO,,18.0
103,CS-,baseline,DO,,13.0
103,CS+,extinction,DO,23.0,
103,CS+,acquisition,DO,4.0,
103,CS-,baseline,DO,,11.0
103,CS-,acquisition,DO,,9.0
103,CS+,baseline,DO,4.0,
103,CS+,acquisition,DO,20.0,
103,CS+,baseline,DO,14.0,
103,CS+,acquisition,DO,21.0,
103,CS-,extinction,DO,,3.0
103,CS-,extinction,DO,,17.0
103,CS-,baseline,DO,,22.0
103,CS+,extinction,DO,4.0,
103,CS-,acquisition,MO,,2.0
103,CS+,extinction,DN,8.0,
103,CS-,extinction,DO,,8.0
103,CS-,baseline,DN,,8.0
103,CS-,acquisition,DO,,14.0
103,CS-,extinction,DO,,9.0
103,CS+,acquisition,DO,16.0,
103,CS+,baseline,DO,17.0,
103,CS-,baseline,DN,,19.0
103,CS+,acquisition,DO,17.0,
103,CS+,baseline,DN,9.0,
103,CS+,extinction,DO,21.0,
103,CS+,extinction,DO,15.0,
103,CS-,acquisition,DO,,22.0
103,CS-,baseline,DO,,4.0
103,CS+,acquisition,DN,24.0,
103,CS+,baseline,DO,23.0,
103,CS+,extinction,DO,7.0,
103,CS+,baseline,DO,2.0,
103,CS+,acquisition,DN,1.0,
103,CS-,extinction,DO,,6.0
103,CS+,extinction,DO,2.0,
103,CS-,extinction,DO,,19.0
103,CS-,baseline,DO,,16.0
103,CS-,acquisition,DO,,7.0
103,CS-,acquisition,DN,,16.0
103,CS+,acquisition,DO,6.0,
103,CS+,baseline,DO,8.0,
103,CS-,acquisition,DN,,3.0
103,CS-,extinction,DN,,11.0
103,CS+,acquisition,DO,12.0,
103,CS+,extinction,DO,12.0,
103,CS-,extinction,DO,,20.0
103,CS-,baseline,DO,,21.0
103,CS-,baseline,DO,,10.0
103,CS+,extinction,DO,19.0,
103,CS+,baseline,DO,10.0,
103,CS-,acquisition,DO,,11.0
103,CS-,acquisition,DO,,13.0
103,CS-,acquisition,DN,,20.0
103,CS+,acquisition,DO,22.0,
103,CS+,baseline,DO,19.0,
103,CS+,acquisition,DO,11.0,
103,CS+,extinction,DO,18.0,
103,CS-,baseline,DO,,23.0
103,CS-,extinction,DO,,18.0
103,CS+,extinction,DN,1.0,
103,CS-,baseline,DO,,7.0
103,CS-,extinction,DO,,4.0
103,CS+,baseline,DO,3.0,
104,CS-,extinction,MO,,9.0
104,CS+,extinction,DO,5.0,
104,CS+,acquisition,DO,13.0,
104,CS-,acquisition,MO,,11.0
104,CS+,baseline,DO,2.0,
104,CS+,baseline,MN,3.0,
104,CS-,extinction,DO,,6.0
104,CS-,acquisition,MO,,15.0
104,CS-,baseline,MO,,15.0
104,CS-,baseline,MN,,11.0
104,CS+,extinction,MO,8.0,
104,CS+,acquisition,DN,24.0,
104,CS+,extinction,MO,11.0,
104,CS-,extinction,MN,,16.0
104,CS-,acquisition,MN,,23.0
104,CS-,baseline,MO,,12.0
104,CS-,baseline,DO,,23.0
104,CS-,extinction,MO,,17.0
104,CS+,extinction,MO,10.0,
104,CS+,baseline,MO,16.0,
104,CS+,extinction,MO,20.0,
104,CS-,acquisition,MN,,21.0
104,CS+,acquisition,DO,1.0,
104,CS+,acquisition,MN,19.0,
104,CS+,acquisition,DO,8.0,
104,CS+,acquisition,MO,5.0,
104,CS+,baseline,DO,19.0,
104,CS-,baseline,DN,,18.0
104,CS+,extinction,MO,19.0,
104,CS+,baseline,DO,4.0,
104,CS-,acquisition,MO,,17.0
104,CS-,extinction,DO,,3.0
104,CS-,extinction,MO,,23.0
104,CS-,acquisition,MO,,19.0
104,CS+,baseline,DO,1.0,
104,CS-,baseline,DO,,7.0
104,CS-,baseline,DO,,5.0
104,CS-,extinction,MO,,11.0
104,CS+,acquisition,MO,14.0,
104,CS-,acquisition,MN,,22.0
104,CS-,acquisition,DN,,20.0
104,CS+,baseline,DO,13.0,
104,CS+,extinction,DO,24.0,
104,CS+,acquisition,MO,21.0,
104,CS-,extinction,MN,,4.0
104,CS-,baseline,MN,,2.0
104,CS+,baseline,MO,20.0,
104,CS+,extinction,MN,4.0,
104,CS+,baseline,DO,21.0,
104,CS+,baseline,MO,17.0,
104,CS-,extinction,DN,,12.0
104,CS-,baseline,MO,,10.0
104,CS+,acquisition,MO,11.0,
104,CS-,acquisition,DO,,7.0
104,CS+,extinction,MO,2.0,
104,CS-,baseline,MN,,4.0
104,CS+,extinction,MO,14.0,
104,CS-,acquisition,MN,,6.0
104,CS-,extinction,MO,,10.0
104,CS+,acquisition,MO,18.0,
104,CS-,acquisition,,,16.0
104,CS-,baseline,MO,,21.0
104,CS+,baseline,DO,8.0,
104,CS+,acquisition,DO,16.0,
104,CS-,extinction,MO,,7.0
104,CS+,acquisition,MO,23.0,
104,CS-,extinction,MO,,14.0
104,CS-,baseline,MO,,19.0
104,CS-,acquisition,MN,,24.0
104,CS+,extinction,MO,15.0,
104,CS+,extinction,MO,22.0,
104,CS+,baseline,MO,14.0,
104,CS+,baseline,DO,6.0,
104,CS-,acquisition,MO,,10.0
104,CS-,baseline,DO,,6.0
104,CS+,acquisition,DO,17.0,
104,CS+,extinction,MO,12.0,
104,CS-,extinction,MN,,2.0
104,CS-,extinction,MN,,15.0
104,CS-,baseline,MN,,8.0
104,CS+,acquisition,MO,4.0,
104,CS+,baseline,DO,24.0,
104,CS-,acquisition,MN,,1.0
104,CS+,extinction,MN,17.0,
104,CS+,baseline,DO,9.0,
104,CS+,acquisition,DO,3.0,
104,CS-,acquisition,MN,,4.0
104,CS+,extinction,,23.0,
104,CS+,extinction,MN,21.0,
104,CS-,extinction,MO,,8.0
104,CS+,baseline,MN,23.0,
104,CS-,acquisition,DO,,12.0
104,CS-,baseline,MN,,13.0
104,CS-,baseline,MN,,16.0
104,CS-,extinction,MO,,24.0
104,CS+,acquisition,MO,20.0,
104,CS+,extinction,MO,16.0,
104,CS+,baseline,MO,10.0,
104,CS-,extinction,MO,,5.0
104,CS-,extinction,MO,,22.0
104,CS-,baseline,DO,,3.0
104,CS+,extinction,DO,7.0,
104,CS+,acquisition,MO,12.0,
104,CS+,acquisition,MN,9.0,
104,CS-,acquisition,DO,,9.0
104,CS+,baseline,MN,22.0,
104,CS-,acquisition,MO,,13.0
104,CS-,baseline,MO,,17.0
104,CS-,acquisition,,,18.0
104,CS-,baseline,DO,,9.0
104,CS-,extinction,MN,,18.0
104,CS-,acquisition,DN,,2.0
104,CS+,acquisition,MO,2.0,
104,CS+,baseline,MO,11.0,
104,CS+,acquisition,MN,7.0,
104,CS+,extinction,MN,6.0,
104,CS-,baseline,DN,,24.0
104,CS+,baseline,DO,7.0,
104,CS+,extinction,MO,1.0,
104,CS-,extinction,MO,,13.0
104,CS+,baseline,MN,12.0,
104,CS-,extinction,MO,,20.0
104,CS+,baseline,,5.0,
104,CS+,extinction,MN,13.0,
104,CS-,baseline,MN,,1.0
104,CS+,acquisition,MN,22.0,
104,CS-,baseline,MO,,22.0
104,CS-,acquisition,MN,,8.0
104,CS-,extinction,MN,,21.0
104,CS+,extinction,DO,18.0,
104,CS-,acquisition,MO,,3.0
104,CS+,acquisition,MO,6.0,
104,CS+,acquisition,MN,10.0,
104,CS+,baseline,MO,15.0,
104,CS-,extinction,MO,,19.0
104,CS+,baseline,MN,18.0,
104,CS-,acquisition,MO,,14.0
104,CS+,extinction,MN,3.0,
104,CS+,acquisition,MN,15.0,
104,CS-,acquisition,MO,,5.0
104,CS-,baseline,MN,,14.0
104,CS-,baseline,MN,,20.0
104,CS-,extinction,MN,,1.0
104,CS+,extinction,MN,9.0,
105,CS+,baseline,DO,5.0,
105,CS-,baseline,MN,,18.0
105,CS-,acquisition,MO,,6.0
105,CS-,extinction,MO,,22.0
105,CS+,acquisition,MN,24.0,
105,CS-,acquisition,,,9.0
105,CS-,extinction,DO,,7.0
105,CS+,extinction,DO,7.0,
105,CS+,baseline,MO,2.0,
105,CS+,acquisition,MO,23.0,
105,CS-,baseline,DO,,10.0
105,CS+,extinction,MO,15.0,
105,CS+,baseline,DO,15.0,
105,CS+,extinction,MO,2.0,
105,CS-,baseline,MO,,14.0
105,CS+,extinction,,22.0,
105,CS-,acquisition,DO,,17.0
105,CS+,baseline,DO,22.0,
105,CS+,acquisition,MN,20.0,
105,CS-,acquisition,MO,,8.0
105,CS-,extinction,MO,,5.0
105,CS-,extinction,MO,,6.0
105,CS+,acquisition,DO,17.0,
105,CS-,baseline,DO,,24.0
105,CS-,baseline,DO,,6.0
105,CS-,baseline,DO,,11.0
105,CS+,baseline,DO,21.0,
105,CS-,extinction,DO,,13.0
105,CS+,acquisition,MO,2.0,
105,CS+,baseline,DN,19.0,
105,CS-,acquisition,DO,,14.0
105,CS+,extinction,MO,4.0,
105,CS-,extinction,DO,,2.0
105,CS+,acquisition,DO,10.0,
105,CS+,extinction,DO,23.0,
105,CS-,acquisition,DO,,12.0
105,CS+,acquisition,DO,13.0,
105,CS-,baseline,DO,,23.0
105,CS-,acquisition,MO,,3.0
105,CS-,extinction,DO,,4.0
105,CS+,extinction,DO,18.0,
105,CS+,acquisition,DO,12.0,
105,CS+,extinction,MO,12.0,
105,CS+,baseline,DO,1.0,
105,CS-,extinction,DN,,19.0
105,CS-,acquisition,MN,,23.0
105,CS-,baseline,MO,,4.0
105,CS+,baseline,DO,18.0,
105,CS+,baseline,DO,13.0,
105,CS+,extinction,MN,16.0,
105,CS-,extinction,DN,,21.0
105,CS-,extinction,DO,,3.0
105,CS+,extinction,MO,9.0,
105,CS-,acquisition,DO,,15.0
105,CS+,acquisition,MO,21.0,
105,CS+,baseline,DO,24.0,
105,CS-,baseline,DO,,1.0
105,CS-,baseline,DO,,15.0
105,CS+,acquisition,DO,9.0,
105,CS-,acquisition,DO,,18.0
105,CS+,baseline,DO,11.0,
105,CS-,baseline,DO,,7.0
105,CS-,extinction,DO,,14.0
105,CS-,baseline,DO,,5.0
105,CS+,extinction,DO,10.0,
105,CS-,extinction,DO,,23.0
105,CS+,baseline,DO,12.0,
105,CS+,acquisition,DO,6.0,
105,CS-,acquisition,DO,,4.0
105,CS+,acquisition,DO,15.0,
105,CS+,extinction,DO,5.0,
105,CS-,acquisition,DO,,11.0
105,CS+,acquisition,DO,18.0,
105,CS-,extinction,MO,,15.0
105,CS-,extinction,DO,,11.0
105,CS-,baseline,MO,,13.0
105,CS+,extinction,MO,17.0,
105,CS-,acquisition,DO,,24.0
105,CS+,baseline,DO,16.0,
105,CS+,extinction,DO,14.0,
105,CS+,baseline,MO,20.0,
105,CS-,acquisition,DO,,13.0
105,CS-,baseline,MO,,2.0
105,CS+,acquisition,DO,3.0,
105,CS-,baseline,MO,,3.0
105,CS+,extinction,DO,19.0,
105,CS-,baseline,DO,,8.0
105,CS+,acquisition,MO,19.0,
105,CS+,baseline,DO,14.0,
105,CS-,acquisition,MO,,21.0
105,CS-,acquisition,DO,,20.0
105,CS+,baseline,DO,3.0,
105,CS-,extinction,DO,,16.0
105,CS+,acquisition,MN,14.0,
105,CS+,extinction,MO,1.0,
105,CS-,extinction,MN,,9.0
105,CS-,baseline,DO,,21.0
105,CS+,extinction,DO,11.0,
105,CS-,extinction,DO,,12.0
105,CS-,acquisition,DN,,22.0
105,CS+,acquisition,DO,7.0,
105,CS+,baseline,DO,8.0,
105,CS-,extinction,DO,,1.0
105,CS-,baseline,DO,,9.0
105,CS+,acquisition,DO,11.0,
105,CS+,baseline,DO,23.0,
105,CS-,acquisition,DO,,7.0
105,CS+,extinction,DO,24.0,
105,CS-,baseline,MO,,16.0
105,CS+,baseline,DO,6.0,
105,CS+,extinction,DO,6.0,
105,CS-,baseline,DO,,20.0
105,CS-,extinction,MO,,17.0
105,CS+,extinction,DO,3.0,
105,CS+,acquisition,DO,1.0,
105,CS+,baseline,DO,7.0,
105,CS-,acquisition,MN,,19.0
105,CS+,acquisition,DO,16.0,
105,CS-,acquisition,MO,,10.0
105,CS-,extinction,MO,,20.0
105,CS+,acquisition,MO,22.0,
105,CS+,extinction,DO,8.0,
105,CS-,baseline,DO,,22.0
105,CS-,extinction,DO,,18.0
105,CS-,acquisition,MO,,1.0
105,CS+,baseline,DO,17.0,
105,CS+,extinction,DO,13.0,
105,CS+,baseline,DO,4.0,
105,CS-,acquisition,MN,,5.0
105,CS-,extinction,MN,,24.0
105,CS+,acquisition,MO,4.0,
105,CS-,baseline,DO,,17.0
105,CS+,baseline,DO,10.0,
105,CS-,acquisition,MN,,16.0
105,CS-,acquisition,MO,,2.0
105,CS+,acquisition,DO,5.0,
105,CS-,baseline,DO,,12.0
105,CS-,extinction,MO,,8.0
105,CS-,extinction,DO,,10.0
105,CS+,baseline,DO,9.0,
105,CS-,baseline,DO,,19.0
105,CS+,acquisition,DO,8.0,
105,CS+,extinction,MO,21.0,
105,CS+,extinction,MO,20.0,
106,CS-,extinction,DO,,21.0
106,CS-,baseline,MO,,14.0
106,CS-,extinction,DO,,3.0
106,CS+,acquisition,DO,9.0,
106,CS+,extinction,MO,4.0,
106,CS+,extinction,DO,15.0,
106,CS-,acquisition,DN,,10.0
106,CS-,baseline,DO,,12.0
106,CS-,acquisition,MO,,7.0
106,CS+,acquisition,MO,15.0,
106,CS+,baseline,DO,19.0,
106,CS+,baseline,MO,22.0,
106,CS+,acquisition,MO,19.0,
106,CS-,extinction,MO,,8.0
106,CS-,acquisition,MN,,12.0
106,CS+,extinction,DO,2.0,
106,CS-,acquisition,MN,,23.0
106,CS+,baseline,DO,24.0,
106,CS-,baseline,DO,,10.0
106,CS+,acquisition,MO,12.0,
106,CS+,baseline,DO,13.0,
106,CS-,baseline,MO,,3.0
106,CS-,extinction,MN,,7.0
106,CS+,extinction,MO,16.0,
106,CS-,extinction,MO,,2.0
106,CS-,extinction,DN,,18.0
106,CS+,acquisition,MO,20.0,
106,CS+,acquisition,MO,23.0,
106,CS+,extinction,MO,5.0,
106,CS+,extinction,DO,12.0,
106,CS-,baseline,MO,,4.0
106,CS-,acquisition,MN,,19.0
106,CS+,extinction,DO,13.0,
106,CS-,baseline,DO,,16.0
106,CS+,baseline,DO,2.0,
106,CS-,acquisition,MN,,3.0
106,CS+,baseline,DO,21.0,
106,CS+,acquisition,DO,7.0,
106,CS+,extinction,DO,19.0,
106,CS+,baseline,MO,6.0,
106,CS-,baseline,MN,,23.0
106,CS-,baseline,DO,,6.0
106,CS-,acquisition,MN,,21.0
106,CS+,acquisition,MO,24.0,
106,CS-,acquisition,MN,,4.0
106,CS+,baseline,DO,18.0,
106,CS-,extinction,MO,,19.0
106,CS-,extinction,DO,,23.0
106,CS-,extinction,DO,,5.0
106,CS-,baseline,DO,,19.0
106,CS+,baseline,DO,3.0,
106,CS-,acquisition,DO,,18.0
106,CS+,acquisition,DO,13.0,
106,CS+,extinction,DO,24.0,
106,CS-,extinction,MO,,22.0
106,CS-,baseline,MO,,1.0
106,CS+,acquisition,MO,2.0,
106,CS-,acquisition,MN,,13.0
106,CS+,baseline,MN,1.0,
106,CS+,extinction,MO,11.0,
106,CS+,extinction,DO,22.0,
106,CS+,baseline,DO,8.0,
106,CS-,extinction,MN,,4.0
106,CS+,acquisition,DO,14.0,
106,CS-,baseline,MO,,9.0
106,CS-,baseline,DO,,21.0
106,CS-,acquisition,MO,,1.0
106,CS+,baseline,DO,15.0,
106,CS+,acquisition,MO,6.0,
106,CS-,acquisition,MN,,2.0
106,CS-,extinction,MO,,15.0
106,CS+,extinction,MN,17.0,
106,CS+,extinction,DO,10.0,
106,CS-,acquisition,MN,,17.0
106,CS+,baseline,MO,5.0,
106,CS-,baseline,MN,,11.0
106,CS+,acquisition,DO,22.0,
106,CS+,extinction,DN,6.0,
106,CS-,baseline,MO,,13.0
106,CS-,extinction,MN,,12.0
106,CS+,acquisition,MN,18.0,
106,CS+,baseline,MO,16.0,
106,CS-,acquisition,MN,,22.0
106,CS-,extinction,MN,,9.0
106,CS-,acquisition,MO,,11.0
106,CS-,baseline,DO,,5.0
106,CS-,extinction,DO,,24.0
106,CS+,baseline,DO,17.0,
106,CS+,extinction,MO,23.0,
106,CS-,baseline,MN,,17.0
106,CS-,acquisition,DN,,16.0
106,CS+,acquisition,DO,10.0,
106,CS+,acquisition,MO,3.0,
106,CS+,extinction,MO,3.0,
106,CS+,baseline,MN,11.0,
106,CS-,extinction,MO,,13.0
106,CS+,baseline,MO,23.0,
106,CS+,extinction,MN,18.0,
106,CS-,extinction,MN,,1.0
106,CS-,baseline,DO,,24.0
106,CS-,acquisition,DO,,8.0
106,CS+,baseline,DO,7.0,
106,CS-,acquisition,MN,,5.0
106,CS+,acquisition,MO,8.0,
106,CS+,extinction,MN,20.0,
106,CS-,baseline,MO,,8.0
106,CS-,extinction,MO,,11.0
106,CS+,acquisition,MO,17.0,
106,CS+,extinction,DO,9.0,
106,CS+,acquisition,DO,5.0,
106,CS-,acquisition,DO,,14.0
106,CS-,baseline,MO,,2.0
106,CS-,baseline,DO,,20.0
106,CS+,extinction,MO,1.0,
106,CS-,acquisition,MN,,24.0
106,CS+,baseline,DO,4.0,
106,CS+,acquisition,MO,16.0,
106,CS-,extinction,MO,,14.0
106,CS-,extinction,MO,,16.0
106,CS+,baseline,MO,10.0,
106,CS-,acquisition,MO,,9.0
106,CS+,acquisition,MO,1.0,
106,CS-,baseline,MO,,7.0
106,CS+,acquisition,MO,4.0,
106,CS+,extinction,MO,7.0,
106,CS-,extinction,MN,,6.0
106,CS-,baseline,MO,,18.0
106,CS-,extinction,MO,,10.0
106,CS+,baseline,MN,14.0,
106,CS+,baseline,MO,9.0,
106,CS+,extinction,MN,21.0,
106,CS-,acquisition,MO,,15.0
106,CS+,baseline,MN,20.0,
106,CS-,acquisition,MO,,6.0
106,CS+,extinction,MO,8.0,
106,CS-,extinction,MN,,20.0
106,CS-,extinction,MN,,17.0
106,CS+,acquisition,MO,21.0,
106,CS+,acquisition,DO,11.0,
106,CS+,baseline,MO,12.0,
106,CS-,baseline,DO,,15.0
106,CS+,extinction,MO,14.0,
106,CS-,baseline,MO,,22.0
106,CS-,acquisition,MO,,20.0
107,CS-,extinction,DO,,16.0
107,CS+,extinction,DO,14.0,
107,CS+,acquisition,DO,24.0,
107,CS-,baseline,MN,,20.0
