condition,group,roi,phase,subject,beta
CS-,ptsd,hc_tail,extinction,101,9.823929203124274
CS-,ptsd,hc_tail,extinction,102,40.136818922968814
CS-,ptsd,hc_tail,extinction,103,-16.59986511346263
CS-,ptsd,hc_tail,extinction,104,16.794241216327354
CS-,ptsd,hc_tail,extinction,105,33.49007389098406
CS-,ptsd,hc_tail,extinction,106,26.248007395982064
CS-,ptsd,hc_tail,extinction,107,-7.942527629701152
CS-,ptsd,hc_tail,extinction,108,-4.601617985649618
CS-,ptsd,hc_tail,extinction,109,-18.007303682583938
CS-,ptsd,hc_tail,extinction,110,24.767712866137966
CS-,ptsd,hc_tail,extinction,111,-7.306368958965565
CS-,ptsd,hc_tail,extinction,112,-2.6291362306649155
CS-,ptsd,hc_tail,extinction,113,21.918339138291774
CS-,ptsd,hc_tail,extinction,114,18.055264097874954
CS-,ptsd,hc_tail,extinction,115,-8.176839112023275
CS-,ptsd,hc_tail,extinction,116,5.2876294021450345
CS-,ptsd,hc_tail,extinction,117,9.361179502915826
CS-,ptsd,hc_tail,extinction,118,2.253225574122062
CS-,ptsd,hc_tail,extinction,120,26.318282981122298
CS-,ptsd,hc_tail,extinction,121,-10.684828363923412
CS-,ptsd,hc_tail,extinction,122,24.44925829478941
CS-,ptsd,hc_tail,extinction,123,10.989260068433916
CS-,ptsd,hc_tail,extinction,124,0.6203067388776571
CS-,ptsd,hc_tail,extinction,125,41.1358787166591
